 	io	non	so	cosa	è	da	scrivere	</S>
a48	0.028566436	0.00271926505	0.0330754615	0.0290068607	0.12134450675	0.0190378115	0.7245923	0.041657406
a31	0.0327573526667	0.0118906715167	0.297165752167	0.0533435102333	0.129479595583	0.0107457055407	0.440482960783	0.0241344581027
a14	0.178883614889	0.0388542785056	0.493601294056	0.0667744980778	0.062932531861	0.0040257483209	0.146877092614	0.0080509186549
a37	0.28901292163	0.0652260028352	0.282371881019	0.106947610693	0.162393633954	0.0044355410403	0.0835933857747	0.00601898040297
a10	0.286881610543	0.0640116486117	0.10657626934	0.136254010231	0.263943044651	0.0095892741801	0.112309518592	0.0204346001343
a31	0.420386136848	0.0598333805372	0.0623744144467	0.095553428077	0.185850019884	0.02242928106	0.113203584531	0.0403697790448
a28	0.390013882283	0.0486445438457	0.0966235501489	0.0626692506923	0.105036124961	0.06888958202	0.14850254651	0.0796205310149
a31	0.316665640761	0.0729739182819	0.111903616716	0.0707790202308	0.070443466987	0.0889639140067	0.144046391503	0.124224027005
a42	0.299261120254	0.143737852761	0.0954344989053	0.0888537867436	0.070222544329	0.0794493080022	0.101230439834	0.121810472335
a23	0.197523396751	0.219119857587	0.109764466302	0.0897064489145	0.0821574101097	0.0942147543341	0.104553825278	0.102959857445
a8	0.143163375584	0.212952044196	0.141305598767	0.0861380396382	0.0837836587032	0.119186186445	0.102813437093	0.110657649148
</S>	0.122678912792	0.161671789598	0.163517389383	0.0912108898191	0.0897609343516	0.136800823223	0.112425073546	0.121934174574
