 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
a8	0.0006107069	0.00084311452	0.00232873715	0.0069917827	0.0077121735	0.0084835805	0.0139306551	0.0501935105	0.035236691	0.22764757615	0.043449668	0.2375214423	0.03312048925	0.0348426768	0.03530028375	0.0709583017	0.02860689959	0.05660959635	0.03811555	0.0674965137
a37	0.00041143012	0.00068203902	0.00691845148333	0.0117031703667	0.0347133808333	0.0988001691667	0.0282812464333	0.0346924231667	0.0233240103333	0.27377558205	0.0239813416667	0.277164887433	0.0252464529167	0.0284302658	0.0238290244167	0.0347736783667	0.00963440491667	0.02331648835	0.0177347783333	0.022586711557
a31	0.00150634586	0.0135269924733	0.142280013494	0.0334159991222	0.127498293611	0.134907247056	0.0344899004778	0.0289180836222	0.0154756627111	0.176715554017	0.0121908921222	0.157158211144	0.0193855841056	0.0255671052	0.0198113796389	0.0206669611222	0.00344653702222	0.0136359493167	0.0118660334444	0.00753723163567
a29	0.00250407152	0.0233636114911	0.188740021165	0.0327289689074	0.131351025204	0.055906635352	0.0138778456926	0.0119754414407	0.00680734023703	0.209992454672	0.00526901234073	0.266727162381	0.00816791400187	0.0100977483	0.00813840737963	0.00858039157407	0.00132423334907	0.0066571385389	0.00521043078147	0.00258018708156
a1	0.00244907467333	0.0153359928304	0.082863288055	0.0126867651358	0.0504616474013	0.0306957164507	0.0066373487642	0.0067518609469	0.00457929057901	0.291750198224	0.00356759451358	0.468121120794	0.00496699216729	0.0049761854	0.00365571235988	0.00423470049136	0.000482868140357	0.00267834611297	0.00201134629716	0.00109400740385
a39	0.00214283412444	0.00770603961013	0.043815721685	0.00542575071193	0.0244888731338	0.0261203281502	0.0044817603214	0.00601673001563	0.00461484845967	0.360509499408	0.00381194960453	0.496551950265	0.00418290505576	0.0032471323	0.00179229598663	0.00254779899712	0.000171387811452	0.00107096939099	0.000755246909053	0.00054601744595
a3	0.00958842110815	0.0154407625367	0.0445564852283	0.010561343604	0.0343500033779	0.0352223497167	0.0043576203738	0.00701223057188	0.00592037731989	0.358080199803	0.00594674463484	0.454030580088	0.00545308968525	0.0037507316	0.00170307179554	0.00240025819904	0.000102941329484	0.000598737593663	0.000472217593018	0.00045184752665
a20	0.030043607036	0.0434443098456	0.0464872470761	0.0223733652013	0.052686371126	0.0418636432389	0.00903233765793	0.0214898378573	0.0313535197733	0.244074649934	0.0428600335449	0.332855253363	0.0454942112284	0.0221552112	0.00632794743185	0.00300378666635	0.000474476376495	0.000761166374554	0.00104785584767	0.00217118224222
a8	0.039268935012	0.0441498382819	0.0209803153587	0.0198262576004	0.0420312857087	0.0290786387463	0.012352403886	0.0421190306191	0.0812604065911	0.141521031311	0.134500136515	0.175980353121	0.141362900409	0.0477655937333	0.0120820048106	0.00423633702212	0.00159198069217	0.00182953332485	0.00234208871589	0.00572095398074
a17	0.0318048343373	0.0219021947606	0.0078404105529	0.00898929413347	0.0207277730362	0.0168402617488	0.0109027952953	0.0506968225397	0.112211252197	0.0765977631037	0.231165682172	0.091061537707	0.225607266803	0.0532928792444	0.0135821532702	0.00558891234071	0.00323664366406	0.00383108410828	0.00463151833863	0.00948893832691
a31	0.0426721341124	0.0599870452535	0.00388853705097	0.00445912851116	0.0101779004121	0.0093060395496	0.0077701948651	0.0421881825132	0.093321243399	0.0996131923679	0.216904594057	0.0713734272357	0.196222967601	0.0398929137481	0.0119049680901	0.00625135178024	0.00314951712135	0.00634805953609	0.0582369322129	0.0163316794423
a10	0.0415515347041	0.0736016270845	0.00621953478366	0.00621868190372	0.017314261404	0.0174350483165	0.010904994055	0.0468716801711	0.0641952847997	0.110146587456	0.155373581352	0.0654175324119	0.144292747867	0.0390426785827	0.02387747803	0.0214899079267	0.00637345250712	0.0137940211787	0.0970700774043	0.0388092914808
a31	0.0260115792347	0.0671695710282	0.0109662284279	0.00757570263457	0.0206139211347	0.0199878466055	0.0109601595517	0.0425091964904	0.0425465845999	0.198886412485	0.104438655451	0.129369544137	0.103841442622	0.0333146931942	0.0255657675433	0.0256273602756	0.00707969330371	0.0143912453929	0.0679598808014	0.0411845158269
a39	0.0225206100782	0.0671140480094	0.011129900076	0.00816061321152	0.0235710547116	0.0183266387018	0.0099878633839	0.0429434899301	0.0371352768666	0.225532990162	0.10761381015	0.150411962712	0.0967987675407	0.0289629467314	0.0219803753811	0.0243308957252	0.0055431177359	0.0121726824643	0.0492354839338	0.0365274672756
a31	0.0133705728261	0.0315121830031	0.00647852672533	0.00692213693717	0.0226362690505	0.0170518173539	0.0094915085813	0.0424608422767	0.0345916185222	0.206708966054	0.10615257205	0.242749602237	0.0911779510136	0.0274356270771	0.0209117095604	0.0251480744751	0.00501918479463	0.0109604809881	0.0471630289779	0.0320573175252
a24	0.0071173783087	0.0152267714344	0.00270087417511	0.00294394327906	0.0102600604968	0.00755451690463	0.00475176178043	0.0361140610589	0.0454752524074	0.198465318351	0.157889372683	0.278364589746	0.108898035505	0.0215492205257	0.0124475039535	0.020163516725	0.00308201481421	0.0092846331627	0.0364498499926	0.0212613336084
a37	0.0256207580029	0.117509804911	0.0442173803917	0.0161232288597	0.0254043914989	0.0161263523015	0.00517913406014	0.047748530353	0.0623694941358	0.0933981647837	0.195878824228	0.120694722915	0.128900017168	0.0253887635086	0.0102425715845	0.0169258885083	0.00261529363807	0.00845114965423	0.0180270473309	0.0191785029361
a31	0.0308502379343	0.15032488407	0.0578667512806	0.0199435035799	0.027910839233	0.0174984547805	0.00404215217338	0.031559723451	0.0374833144453	0.177097027261	0.090546585076	0.219832478305	0.0598004589227	0.0154783480029	0.00507923539483	0.00801277310277	0.00108359198802	0.00406768598474	0.032117781777	0.00940419654537
a11	0.0149049209114	0.05672726279	0.0204764545769	0.00826611648663	0.0167873931443	0.00945439960683	0.00358166087779	0.0328374511503	0.0438195378818	0.201945141087	0.136401755359	0.269988872768	0.0848942808409	0.0168934521676	0.00681854739828	0.0123593010343	0.00158068800467	0.00629057382825	0.041813075259	0.0141591426818
a16	0.0144914933038	0.0644135432633	0.025317806859	0.0161423391622	0.0370670990481	0.0271428082023	0.0083621262926	0.0660730523834	0.0753684209606	0.102579875696	0.191509668453	0.134087782256	0.127129673614	0.0370866823892	0.00975545779943	0.0129150180114	0.00222363313489	0.00682897650942	0.0216690899863	0.0198354502273
a31	0.0104717492746	0.0616769797544	0.025984307103	0.0172055638574	0.036518935566	0.0299316654341	0.00805111661753	0.0561520039278	0.0569346026535	0.171666125232	0.106264971918	0.262405272085	0.0779489386713	0.0330766302631	0.00686276519981	0.00686161083713	0.00125389549496	0.00352005490314	0.0155414435621	0.0116713771558
a39	0.0043333183982	0.0225383400515	0.00899195212767	0.00655707908913	0.015954876072	0.011924575178	0.00388652452584	0.0370484744426	0.0462913348845	0.209760106744	0.126401086406	0.362521790695	0.0684295520238	0.0189158305544	0.00711491733327	0.0196761041124	0.000902775481653	0.00688464913438	0.0145712945207	0.00729544813193
a37	0.0183223715994	0.122066264817	0.0662374979859	0.0166393956964	0.0322528936907	0.0284543900593	0.00407653464195	0.0387394258142	0.0490952886282	0.121004418581	0.146313303469	0.204587450565	0.0750703823413	0.0172794531848	0.00736183414442	0.0227958536708	0.00104541966055	0.00799293817813	0.0112806725069	0.00938419604398
a10	0.0294774038665	0.253891191606	0.159567922662	0.0376614052321	0.0668930845636	0.0600549833531	0.00576706788065	0.0277873816047	0.0283290375427	0.0695163821937	0.0726612311563	0.0895167071883	0.0442032031138	0.0125635243949	0.00503330488147	0.0090816395236	0.00108905548685	0.00394905109271	0.0125239195023	0.010432468348
a20	0.0325606462888	0.353684213869	0.155479984221	0.037290770744	0.0701265125212	0.056055093451	0.00522653319355	0.0222877095349	0.0226503268476	0.0427935977312	0.0587432823854	0.0455837913961	0.0427300267046	0.0107231151316	0.00424473176049	0.00499709297453	0.00168790869562	0.00343927209757	0.0150687655008	0.014626586116
