 	se	vuoi	restare	sempre	magro	non	magniare	la	sera	</S>
a31	0.0039983902	0.051267257	0.165072043	0.0729402215	0.439281685	0.014291574	0.0061957354725	0.01507913535	0.0611032591	0.17077068415
a24	0.0158553647333	0.066065659	0.132298243	0.0968239548333	0.517624061667	0.0723614183333	0.0041230025725	0.0128601456833	0.0215957957667	0.0603923338167
a16	0.0231225452444	0.0784195163333	0.136308051	0.165905988278	0.407448937222	0.135400126111	0.00425076912417	0.0141245069944	0.00916214572223	0.0258573922722
a28	0.0172177404148	0.0705457121111	0.173096980333	0.216867369426	0.330848069074	0.162773002037	0.00242973420806	0.0087580607648	0.00489894860741	0.0125643811907
a31	0.0108084768383	0.051861450037	0.154487525111	0.167785010475	0.442893463025	0.157698950679	0.00100516674035	0.00492780715493	0.0026243560558	0.00590779684357
a37	0.00640255231277	0.0344791860123	0.195748870037	0.158812547492	0.487648714342	0.10287082356	0.00038345528445	0.00358342761831	0.0039741346386	0.00609627429452
a24	0.00636158597092	0.0329341133374	0.263362150012	0.260654239164	0.351712838114	0.06809103452	0.000233732044817	0.0034245303061	0.0057119156462	0.00751384719817
a46	0.00817600052364	0.0314258624458	0.227148480004	0.327060233055	0.338441972705	0.0516944471733	0.000231587861606	0.0025902980687	0.00596727964873	0.00726383783272
a31	0.0163903285079	0.107436970815	0.160848896668	0.255849817685	0.409083844235	0.0355152493911	0.000388640303869	0.0021401815229	0.00521165321624	0.00713443707757
a10	0.0234228005026	0.195154300272	0.183654425556	0.192918329228	0.354856641412	0.0242692194637	0.00101490952129	0.00354292734097	0.00874803440541	0.0124184458259
a11	0.0289974345009	0.182718343424	0.240597901852	0.252286366409	0.246355940471	0.0172550074879	0.00135373137376	0.00390393021366	0.0102184511685	0.0163129372753
a31	0.0397420905003	0.268693514475	0.181271413951	0.208193458803	0.254191970157	0.0272740951626	0.00140933272459	0.00341633547122	0.0050832918895	0.0107245211918
a0	0.0367838238334	0.285563992825	0.207359641317	0.213914712934	0.193822980052	0.0281161773875	0.00140967757486	0.00414479215707	0.0096344950965	0.0192496864973
a31	0.0278345319445	0.292042255608	0.209153057106	0.227530170978	0.149661213351	0.0375599847958	0.00381278929162	0.011004039219	0.0146915743655	0.0267103568324
a39	0.0321790666482	0.320206025203	0.213651742369	0.203827620326	0.128804167784	0.0406033612653	0.00467739866387	0.013210010973	0.0163425987885	0.0264979942775
a29	0.0356061622161	0.223297081734	0.293346254123	0.270890933442	0.103650095928	0.0254040207551	0.00305448572129	0.007161869891	0.0149782044628	0.0226108915592
a41	0.047698032072	0.248786447245	0.291910261374	0.241157134481	0.0929332553093	0.0289590152517	0.0046020131071	0.00946767596367	0.0172790480209	0.0172070953197
a35	0.075441210024	0.328896615748	0.277527323791	0.14001360916	0.0685349217698	0.0442295960839	0.0063181441357	0.0142463959879	0.0253161216736	0.0194760504399
a20	0.0834182196747	0.352294718583	0.277735761264	0.0807762373867	0.0517806889233	0.0665358886946	0.00795282204523	0.0197192236626	0.0355405665579	0.0242458891466
a31	0.0591208448916	0.412011406194	0.249300387088	0.0569400624622	0.0691397199744	0.0653753278982	0.00774299168174	0.0219510865542	0.032930035186	0.0254881147155
a37	0.0608659082972	0.464654948731	0.209486642363	0.0456551741541	0.0677810786581	0.0471079622994	0.00587686879391	0.0180050811847	0.0327559707287	0.0478103149052
a2	0.0740350227657	0.37841006291	0.183645170788	0.046479536718	0.035790962886	0.0409981810998	0.0075106988313	0.0228221873949	0.0592388082429	0.151069318302
a20	0.0833241455886	0.398120507637	0.147460083596	0.0412808465727	0.025315069962	0.0471497660333	0.0103568869438	0.0255075907983	0.0574146977476	0.164070376767
a0	0.0924299098629	0.399593335879	0.141585767865	0.0409496288576	0.0251412339873	0.0508646373444	0.0133314806479	0.0234083109328	0.0645295875825	0.148166086256
a31	0.086644588621	0.24568097196	0.134991075955	0.0444118072859	0.0237770863291	0.0560450344481	0.0218498615493	0.0370552176443	0.0940510291942	0.255493318752
a16	0.0946219315403	0.309936483987	0.113842796985	0.0358669180953	0.0220807301097	0.0560591301494	0.0228360441831	0.0378756122148	0.0753461950647	0.231534166251
a31	0.0980875305134	0.312449578662	0.0896612356617	0.0275020970318	0.0191351263699	0.0694151253831	0.033837676061	0.0523494487383	0.0787675003549	0.218794662084
a20	0.102836815171	0.276620260221	0.0809914168872	0.0311205543439	0.02547820179	0.0800027517944	0.046443459687	0.0653970202461	0.0841705194516	0.206938986028
</S>	0.111516735086	0.367292655111	0.0939588734436	0.0388588521719	0.034668122895	0.0704201058972	0.0425798563435	0.053087791123	0.0626409237258	0.124976091014
