 	quest'	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.0525753635	0.2813325835	0.162002416	0.0332886915	0.038265628	0.341116122	0.0405777995	0.050841391
a31	0.0548676908333	0.573068461167	0.161481170333	0.0251440726333	0.0163615165346	0.130904236	0.0180229083567	0.0201499712638
a37	0.0534841999444	0.601965820389	0.156737538444	0.0349357306778	0.0287817860461	0.070428018	0.0388954483089	0.0147714923517
a20	0.0920393919815	0.367785506796	0.227527322815	0.0545476268926	0.101067632015	0.057632368	0.0753996314363	0.0240005277839
a31	0.0828968726605	0.237617458932	0.192330537605	0.0454752066309	0.127693384005	0.217657746	0.0641565914788	0.0321721752613
a7	0.0659833878868	0.170327046311	0.172413835868	0.0690447765436	0.141871484668	0.311610338667	0.0343046998263	0.0344443737538
a10	0.0986521909623	0.291696765437	0.196292088623	0.0801915148479	0.122869145889	0.169943430389	0.0159505817088	0.0244042400179
a41	0.177633960321	0.415987755146	0.208916029541	0.0624787642826	0.0471140322963	0.0673302996297	0.0073546996696	0.0131844507726
a37	0.300619160107	0.395532678382	0.179855429847	0.0523428567609	0.0216622850988	0.0364567045432	0.0047757293232	0.00875516825753
a14	0.375247946702	0.372313366127	0.149585606616	0.0416806899203	0.0154498373663	0.0290379258477	0.00734024720773	0.00934439108584
a31	0.289970932234	0.472291522042	0.124819037539	0.0318229309734	0.0128591335554	0.0501355902826	0.00939759940258	0.00870326192861
a20	0.231028200745	0.500499947347	0.10181112118	0.0208847263245	0.0270616349518	0.0717428200942	0.0212149788009	0.0257565785429
a31	0.196519068582	0.337411069116	0.168183433727	0.0695128961082	0.0393400999839	0.0600117966981	0.0409961206003	0.088025536181
a37	0.164128431194	0.263491503039	0.203207467909	0.0876421720361	0.0470379416613	0.0914416322327	0.0483775348668	0.094673338727
a7	0.197427383731	0.268225144346	0.186780829303	0.045242015012	0.0656565905538	0.119117862411	0.0542306549556	0.0633195345757
a10	0.172454664577	0.281849964782	0.201759753101	0.031651974004	0.0732790201846	0.107270125804	0.0668136936519	0.0649208008586
a7	0.159232961526	0.268223328261	0.1935843277	0.0303061783347	0.0828336720615	0.113440877268	0.082380607884	0.0699979946195
a39	0.149677455842	0.225718526087	0.1467716159	0.0350502617782	0.106390669354	0.147685807756	0.107061802628	0.0816438248732
a10	0.125934803947	0.176521362029	0.114694871967	0.0498551992594	0.119654768118	0.207407402585	0.120632740876	0.0852988616244
a32	0.113917901316	0.15608369401	0.143564857322	0.0665119504198	0.0930294360393	0.173368951862	0.119801118292	0.133722123875
a19	0.121161540439	0.160684951337	0.177703429107	0.0765203854733	0.0795187503464	0.123604101621	0.111283167431	0.149523674625
a31	0.129341166813	0.131891778112	0.140108257369	0.0706552451578	0.0720968581155	0.100311588207	0.15711288581	0.198482188208
</S>	0.127396673407	0.096563755556	0.0986181701845	0.0609120525789	0.0552423260578	0.0671470256035	0.213643392905	0.280476584104
