 	non	li	aspettiamo	più	</S>
a3	0.4666435025	0.0388267	0.00213253645	0.00565912815	0.486738071
a31	0.286283849167	0.212824801667	0.00202481788333	0.00894474705	0.489921784667
a35	0.441416333056	0.369493180556	0.00229960066111	0.00767236571667	0.179118572556
a31	0.603046394352	0.291991576852	0.00229548498704	0.00371819803889	0.098948405852
a13	0.595627491451	0.317570668951	0.00493824786235	0.00567981711296	0.0761838476173
a31	0.403443598817	0.264707724317	0.00872318995412	0.0212089617043	0.301916573206
a15	0.420353274606	0.113344209439	0.0170933989847	0.0625136039014	0.386695487735
a31	0.416865906869	0.0587278701463	0.0554850096616	0.153577889967	0.315343305912
a46	0.214380670956	0.0461894970488	0.155186303221	0.257672849989	0.326570685304
</S>	0.173531265478	0.0589291685244	0.22432790161	0.299514654994	0.243697017652
