 	ho	cosa	a	fare	</S>
a23	0.04647617	0.07960001	0.077334913	0.70869207	0.087896793
a17	0.0446816366667	0.0621346353333	0.0757611846667	0.74571699	0.071705521
a31	0.0345073270389	0.0320365059444	0.0525714304556	0.832309663333	0.048575068669
a8	0.0242308694963	0.0462944941481	0.0417437740519	0.870233621111	0.0174972126253
a31	0.0903941288321	0.114223191383	0.0990852413506	0.65498376037	0.0413136422751
a13	0.328860202944	0.132863557128	0.114689863784	0.351231820123	0.0723545520917
a24	0.476603450981	0.103530142376	0.0861679345947	0.185824458708	0.147874005364
a31	0.49681062366	0.0908256774587	0.0758095631982	0.140176321569	0.196377811788
a13	0.421713607887	0.0884032824862	0.0551354543994	0.11802920719	0.316718447263
a31	0.296854035962	0.117405967495	0.0748446397998	0.0912233023967	0.419672062421
a18	0.353111971987	0.157907532498	0.0966916199333	0.105051370799	0.287237557474
a0	0.385237133996	0.176176290833	0.104698216644	0.148499296933	0.185389112491
a39	0.369828971332	0.193337886944	0.110756652215	0.173773892311	0.15230263083
</S>	0.377027750666	0.205224023472	0.0996049711075	0.185538936155	0.132604350415
