 	non	sapeva	dove	a	stare	</S>
a20	0.032422412	0.20515662	0.4184905	0.03761418	0.1994493775	0.106866925
a31	0.0358334636667	0.111957576	0.464375586667	0.0256859865333	0.2742879625	0.0878594287883
a37	0.0355645922222	0.0397234497667	0.394075866889	0.0124102452111	0.481832460833	0.0363933743844
a38	0.0548260267407	0.0193863906889	0.391431860296	0.019237328237	0.489942421611	0.0251759681281
a31	0.23354323558	0.025267274563	0.442247790099	0.026231065079	0.23935828187	0.0333523737094
a41	0.35958990186	0.0348241381877	0.318702120033	0.0279657423597	0.201205700623	0.0577124265698
a10	0.246418577287	0.0294494133959	0.293007210011	0.0493324357866	0.309716983541	0.0720754075233
a20	0.110653760429	0.0271051284653	0.235251860004	0.0809252619289	0.324028947847	0.222035061174
a9	0.17844693481	0.0439143874884	0.176096020001	0.10044294931	0.237076905949	0.264022823058
</S>	0.291608637405	0.0553990787442	0.156037450001	0.105010302655	0.234035207975	0.157909350529
