 	i	bambini	piccoli	vengono	vestiti	dal	padre	e	dalla	madre	</S>
t	0.090074448	0.09007496	0.090074922	0.090093278	0.090076252	0.090097602	0.090790435	0.09138784	0.09036301	0.091023015	0.09594426
a	0.0896869026667	0.0896879183333	0.0896871486667	0.08970544	0.0896962873333	0.089711794	0.0904122516667	0.09106321	0.0901674166667	0.090838925	0.09934269
p	0.0899084655556	0.0899244911111	0.0899041195556	0.0900597133333	0.0899124257778	0.0899126013333	0.0904722805556	0.0906588533333	0.0907044942222	0.0906206716667	0.09792188
e	0.0896355185185	0.089662357037	0.0896275198519	0.0898354224444	0.0896315785926	0.0896319871111	0.0902461668519	0.0906112711111	0.0914086267407	0.0901703305556	0.09953925
d	0.0889255281728	0.0889474923457	0.0889187766173	0.0890548441481	0.0889230461975	0.0889255173704	0.0894607836173	0.0908130903704	0.0934145642469	0.0898787601852	0.102737626667
ì	0.0876896747243	0.0877038261152	0.0876909888724	0.0882950613827	0.0876948920658	0.0877021041235	0.0892611325391	0.0900742034568	0.092481816749	0.0888541233951	0.112552188889
a	0.0861070435748	0.0862203023717	0.0860720296241	0.0868409537942	0.0860797540219	0.0860798027078	0.0881949841797	0.0900470644856	0.0948411089163	0.0873383577984	0.122178572963
m	0.0860316511916	0.0862195591239	0.085964128208	0.0863260045981	0.0859622013406	0.0859607569026	0.0873324213932	0.0924826094952	0.103672221305	0.0878641592661	0.112184257654
i	0.0851575437305	0.0852834910413	0.0851120944027	0.085307189866	0.0851198904469	0.0851262503009	0.0864004437977	0.0920167511651	0.102589582102	0.0872621047554	0.120624655885
n	0.0814903112435	0.0815599883471	0.0814790298009	0.0828595169553	0.081511100149	0.0815446554336	0.0863084979326	0.089530487055	0.094089934034	0.0851422965851	0.154484195295
c	0.0828129504145	0.0828425511157	0.0828208816003	0.0845658276518	0.0828500700497	0.0828876871445	0.0882835826442	0.089351675685	0.090476134678	0.086385332195	0.146723317098
i	0.0849127168048	0.0849282620386	0.0849125338668	0.0855148008839	0.0850530983499	0.0849662523815	0.0869706992147	0.0879284735617	0.0895993348927	0.0871167773983	0.138097061033
à	0.0790939022683	0.0792992473462	0.0791165179556	0.087318518628	0.0792644911166	0.0790955174605	0.0939239014049	0.0840621728539	0.0876227816309	0.0824861924661	0.168716773678
è	0.0675683640894	0.0678647924487	0.0678200026519	0.0922752095427	0.0678805103722	0.0677821824868	0.116083590468	0.083537237618	0.0847463552103	0.0755502924887	0.208891467893
r	0.0544097446965	0.0545671641496	0.0548790575506	0.0866675215142	0.0548894267907	0.0555476251623	0.149923683489	0.098415059206	0.0751726684034	0.0857978578296	0.229730205964
k	0.0620820162322	0.0621636730499	0.0624099991835	0.0834817435047	0.0623657889302	0.0632739827208	0.14472941783	0.104543113069	0.0748152014678	0.0964570612765	0.183678021988
u	0.0747468700774	0.0747848946833	0.0748632713945	0.0829588791682	0.0749169896434	0.0751692575736	0.10457523261	0.0901592576897	0.0812259438226	0.0873350570922	0.179264357329
t	0.0617736333591	0.0618233958944	0.0618873331315	0.0687361153894	0.0619531588811	0.0635172565245	0.11801926087	0.10436459923	0.0774000729409	0.100512912364	0.220012282443
t	0.0625462377864	0.0625933289648	0.0626594467105	0.0688467174631	0.0626623732937	0.0647200928415	0.127189326957	0.113809287743	0.079331842647	0.109671234121	0.185970105814
e	0.0636694859288	0.0636966993216	0.0636983702368	0.066110295821	0.0648598257646	0.0646433296138	0.0871655116523	0.0866691632477	0.0838531342157	0.0834136030403	0.272220543605
n	0.0544193919763	0.0554985981072	0.0542222400789	0.0686983819403	0.0555887085882	0.0545281918713	0.0859268198841	0.0724202484159	0.0813518814052	0.0682347426801	0.349110781202
d	0.0656627606588	0.0670888427024	0.065403106693	0.0841802373134	0.0657005328627	0.0652684706238	0.0999580732947	0.0783356308053	0.0819886904684	0.0749131308934	0.251500503734
i	0.0583593452196	0.0588814285675	0.0582557868977	0.0652209704378	0.0593387062876	0.0584821785413	0.0737854577649	0.0718866696018	0.0831715334895	0.0680880486311	0.344529844578
m	0.0416043367399	0.0425973205225	0.0412615102992	0.0449728381459	0.0425342774292	0.0415892388471	0.055549233255	0.0893044725339	0.137604174497	0.0828141945437	0.380168401526
è	0.0326195589133	0.0337827528408	0.0336582140997	0.0443087807153	0.0366107208097	0.0370494826157	0.0851037617517	0.101995867511	0.168656818166	0.103190472848	0.323023587175
n	0.0272775629711	0.0280187922803	0.0297834843666	0.0581676282384	0.0331339832699	0.0335695008719	0.110320263917	0.0725244401703	0.109459169389	0.0804235642827	0.417321629058
i	0.0249793019904	0.0256014564268	0.0264994637889	0.0546419390795	0.0317432354233	0.028330843624	0.0905115679723	0.0756278243901	0.106952149796	0.0656240334276	0.469488209686
à	0.0184694073301	0.0206822048089	0.019577691263	0.0369622993598	0.0256922668078	0.0204482805413	0.0790187193241	0.0878297047967	0.168320746599	0.0753253411425	0.447673369895
t	0.01476468811	0.0183480569363	0.0166334747543	0.0320572287866	0.0183962702693	0.0158399471804	0.120687659775	0.101811618266	0.168687523866	0.110756020381	0.382017533298
t	0.01103035287	0.0131529056454	0.0125809925848	0.0241211952622	0.0135584577564	0.0152016720601	0.175383029925	0.121025336089	0.121569002955	0.18362073346	0.308756324433
o	0.00720808102333	0.00795793631513	0.0077723598616	0.0150002943207	0.0122934262521	0.0141318108534	0.139418609975	0.094098825363	0.087540882985	0.20271253782	0.411865224811
n	0.00956346324111	0.0122659475384	0.00933082762053	0.0162684900069	0.0131320047507	0.0122132944511	0.0840382666583	0.065461655121	0.098331192995	0.156107047273	0.52328780827
c	0.0167920934137	0.0202611385128	0.0164131902068	0.029809521669	0.0170219685836	0.0163335254837	0.100478115553	0.0779330783737	0.128270117665	0.130953275091	0.44573397609
i	0.0127870736479	0.0141121626143	0.0127602701489	0.0246679690897	0.0138933599279	0.0137294128612	0.0822591025177	0.0642400357912	0.0950962092217	0.159429049697	0.507025345363
ù	0.00500056972597	0.0057530436481	0.00543572336297	0.0091914646299	0.0071393147093	0.0063121557204	0.0367816865059	0.0418615092637	0.0845574997406	0.209614883232	0.588352138454
r	0.00301032530866	0.00405784524937	0.00518263488766	0.00635767460997	0.00663313206977	0.0108155396401	0.0456773771686	0.0583016887546	0.132605193247	0.263698957744	0.463659622818
i	0.00170198213089	0.00257591987979	0.00401843276922	0.00461966097999	0.00470023996992	0.01143793418	0.0450826712895	0.0483468849182	0.111368696082	0.429633425915	0.336514117606
c	0.00070051181163	0.0010583561566	0.00154868294974	0.00173321978	0.00201040613664	0.00448766419333	0.0226615199965	0.0257714983061	0.068393623694	0.443394565305	0.428239912535
e	0.00035975204321	0.0005332245982	0.000707947561247	0.00075133706	0.000848495892213	0.00180870178778	0.0135643151322	0.0171765884354	0.049814718898	0.442450321768	0.471984574178
à	0.000190105993737	0.000289537522067	0.000388534601749	0.00033553553	0.000693542810738	0.00110438648593	0.00665016651073	0.0105053754785	0.0334673052993	0.579839407256	0.366536078059
t	0.000583238911246	0.00120058338402	0.00130096685725	0.000955909096667	0.00192433397025	0.00599663649531	0.0150641568369	0.0326659881595	0.0853294130998	0.554925695752	0.300053059353
t	0.000658532392749	0.00141484070634	0.00148658982108	0.00110911413556	0.00219745494008	0.00759610793177	0.0167702875456	0.0372217488198	0.108006942033	0.443028925251	0.380509439784
i	0.000229663230916	0.000492309950447	0.00052530276436	0.000403145795853	0.00098966441936	0.00296855293059	0.00635841278187	0.0140442146566	0.0630476516777	0.428046308417	0.482894759928
m	8.36841836387e-05	0.000177558542816	0.000188992142787	0.000145921911284	0.000365062565787	0.00106983943686	0.00269048912729	0.00591581273553	0.0356323665592	0.449790219472	0.503940046643
à	4.68547235462e-05	8.1101805272e-05	8.29468002623e-05	6.85168837613e-05	0.000164084070596	0.00046568165562	0.00167966614243	0.00357542507851	0.0245549315197	0.446598783157	0.522681982214
n	4.20670021821e-05	6.55220400907e-05	6.40419187541e-05	5.32947812538e-05	0.000131363762199	0.00030258185854	0.00173564961414	0.0054587609595	0.0238011471732	0.554223474386	0.414122040738
a	2.8639611394e-05	4.87485793636e-05	5.59047015847e-05	3.88962920846e-05	0.000106865365066	0.00021721459618	0.00144674525471	0.0056918244865	0.0216000383911	0.681557311462	0.289207750246
</S>	1.9820780197e-05	3.23142836818e-05	4.60952957924e-05	2.84911355423e-05	6.1081159033e-05	0.00016651265809	0.000877260702355	0.00316546249325	0.0176336931955	0.724345055731	0.253624160123
