 	hai	già	mangiato	</S>
è	0.208236195	0.210507385	0.231034005	0.35022244
c	0.202861281667	0.211187495	0.223722845	0.362228383333
h	0.193064820556	0.205757418333	0.217148411667	0.384029337778
i	0.170931323519	0.183379276111	0.197448480556	0.448240912593
g	0.110426826173	0.184127922037	0.206477876852	0.498967364198
i	0.0683282047243	0.189571940679	0.377269972284	0.364829858066
à	0.0386341322414	0.13800447356	0.544793064095	0.278568319355
f	0.0173573909471	0.0820579081867	0.604571221365	0.296013453118
a	0.0067681586157	0.0337079956289	0.664144420455	0.295379414373
m	0.0029042441719	0.0230162371096	0.661081806818	0.312997734791
è	0.00154327639063	0.0213054810365	0.675155035606	0.30199618493
n	0.00106037191021	0.0129931140122	0.780176598535	0.20576986831
a	0.00183266881674	0.0103551600041	0.675163632845	0.31264851277
</S>	0.00275970920837	0.00960523150205	0.514929836423	0.472705206385
