 	devo	pulire	l	albero	</S>
è	0.15290185	0.154083795	0.16104719	0.188120695	0.34384647
n	0.18245761	0.182948255	0.186744333333	0.195526591667	0.252323213333
a	0.167997066667	0.169246245	0.208229637778	0.196142420556	0.258384631111
k	0.103338549889	0.113016301667	0.251825355926	0.215036996852	0.316782817037
a	0.0460785052963	0.0601417872223	0.263749405309	0.237845468951	0.392184845679
t	0.0219822020321	0.0327220290741	0.228640545103	0.380166402984	0.336488805226
à	0.0176497356107	0.025689585358	0.169661473368	0.396630150995	0.390369031742
r	0.0232019395369	0.0316831351193	0.181313266123	0.260727510332	0.503074110581
o	0.0163251040123	0.0242519418064	0.163558753374	0.336938323444	0.458925843527
t	0.00739878917077	0.0129397233688	0.0964299141247	0.509527764481	0.373703804509
o	0.00359650515692	0.00824009555627	0.0681981613749	0.702135521494	0.217829696503
n	0.00154849585231	0.00632766478542	0.0537572754583	0.658982473831	0.279384057168
à	0.00080015558077	0.00692806589514	0.0577963851528	0.576497691277	0.357977695723
r	0.00063938094359	0.00493145076505	0.0650128717176	0.610880063759	0.318536241908
b	0.000555422817863	0.00286173633835	0.0590186569059	0.666996941253	0.270567247303
u	0.000268299529288	0.00143619605278	0.0280553906353	0.694028233751	0.276211872434
r	0.000228022969763	0.00121428287426	0.0397280605451	0.626571667917	0.332257930811
o	0.000368325493254	0.00601833562475	0.061691470515	0.666899645972	0.265022186937
</S>	0.000487523671627	0.0107738353124	0.0658558682575	0.710447472986	0.212435283469
