 	ha	che	sono	usciti	</S>
è	0.14843732	0.24058429	0.24060265	0.16037772	0.20999804
n	0.17351746	0.208743383333	0.212523676667	0.200880423333	0.204335043333
a	0.130024783333	0.167111556111	0.156687677889	0.318380361111	0.227795597778
g	0.072734842111	0.281845943704	0.136260658296	0.297839771704	0.211318760926
u	0.042533279037	0.287879040235	0.115771038765	0.234474285235	0.319342348642
ì	0.0182637828457	0.123526442412	0.0865967789217	0.220599625078	0.551013396214
k	0.0115082731152	0.0807858441373	0.156363412974	0.130118447026	0.621224078738
a	0.00754821171507	0.0489619560458	0.239072270991	0.179596277675	0.524821332913
n	0.00295660098169	0.0274328136819	0.201338106997	0.282234332558	0.486038167638
e	0.0014270071639	0.0216033072273	0.184585885666	0.290463417519	0.501920379213
</S>	0.00081549973695	0.0235272871137	0.238646642833	0.268698708759	0.468311849607
