 	io	non	ho	niente	da	mangiare	</S>
e	0.138316385	0.13832062	0.13844621	0.139314535	0.16290819	0.142502575	0.140191435
v	0.138062635	0.138066903333	0.138212066667	0.139112888333	0.163816893333	0.142482851667	0.140245731667
ò	0.140697971667	0.140699534444	0.140787295556	0.141260646111	0.150770361111	0.142648987222	0.143135197222
e	0.135766517222	0.135771359481	0.135978535185	0.137223808704	0.16448294037	0.141195625741	0.149581205741
n	0.132023015741	0.132030257827	0.132330298395	0.134726206235	0.17537609679	0.140840881914	0.152673245247
è	0.135168285247	0.135173372609	0.135982956132	0.137916258745	0.164503025597	0.141233490638	0.150022618416
c	0.112072638416	0.112080552203	0.114026825377	0.148267792915	0.153848948532	0.153072770213	0.206630472805
h	0.105446319472	0.105455675401	0.107187391792	0.152161844305	0.145784642844	0.157669493404	0.226294654268
o	0.096285883824	0.0963386251337	0.111716993931	0.139536864768	0.174582140948	0.144373771135	0.237165731423
t	0.0510494899413	0.0511134870446	0.0728610326437	0.112874954923	0.229312423649	0.148356923712	0.334431693808
ì	0.0280561829804	0.0281019866815	0.0490788028812	0.0985465883077	0.224571481216	0.146650684571	0.424994297936
p	0.0218496026601	0.0234634962272	0.0401108649604	0.0806995877692	0.187350050405	0.187685784857	0.458840642645
o	0.01363238788	0.0157507006424	0.0194386495868	0.0403382580564	0.129030442468	0.230276368286	0.551533224215
t	0.00471912442667	0.00545049621413	0.00783335642893	0.0223811308188	0.086725163156	0.351021116095	0.521869641405
i	0.00167261289756	0.00194385472571	0.00355593908631	0.0150363486729	0.0661725707187	0.571724518698	0.339894190468
n	0.00074787466452	0.000874664376237	0.00215787173877	0.0117380236243	0.0502969212396	0.643503599566	0.290681090156
a	0.00043927918884	0.000512355141079	0.00169457701959	0.0108795543081	0.0431837980799	0.625365133189	0.317925313385
f	0.000152356562847	0.000181618613026	0.000772269799863	0.0078099602027	0.0310908050266	0.585803941063	0.374189031128
à	6.12822935157e-05	8.12553496753e-05	0.000496875719954	0.00685545696757	0.0312578010089	0.610952877021	0.350294430376
o	2.99849348386e-05	4.89235848918e-05	0.000252372756651	0.00327449187919	0.017077314803	0.709115545674	0.270201326792
</S>	1.61629879193e-05	2.96894724459e-05	0.000164536103325	0.00190927842459	0.0103207591015	0.741964022837	0.245595498396
