 	lo	sentii	ee	che	arrivava	</S>
t	0.164421	0.16468044	0.16822636	0.17183962	0.165869635	0.16496297
o	0.16287515	0.16319686	0.167741383333	0.17602444	0.164774395	0.1653878
n	0.14841992	0.149034184667	0.155264434444	0.17639174	0.190244848333	0.180644896667
ì	0.137066026667	0.138102849556	0.143848061481	0.166181226667	0.205925099444	0.208876735556
k	0.117453205556	0.124713809852	0.175637863827	0.217987882222	0.175548779815	0.188658438519
u	0.104268875185	0.117353893284	0.182343604609	0.244150034074	0.156479886605	0.195403706173
s	0.0781060750617	0.0957362510947	0.13671780987	0.251625618025	0.216050135535	0.221764105391
a	0.0315827810206	0.0535385513649	0.08431962029	0.222880624675	0.206885790178	0.400792621797
e	0.0143336115402	0.029170300455	0.0402678857633	0.113815867892	0.300767968393	0.501644353932
e	0.00590547434673	0.0118859509517	0.0199490092544	0.055002842964	0.516247452798	0.391009254644
k	0.00256485961558	0.00542740831723	0.0125067340848	0.0377150086547	0.568416734266	0.373369251548
a	0.00112456948386	0.00251929075574	0.00898631034493	0.0302410045516	0.633043078089	0.324085727183
è	0.000410168693287	0.000995567645247	0.00376129969831	0.0258573481839	0.746753992696	0.222221560728
s	0.000245333101096	0.000715505981749	0.0033297789661	0.033845922728	0.753018054232	0.208845328576
t	0.000221920313699	0.000575146880583	0.00276639002203	0.0487633542427	0.669306874744	0.278366289525
a	0.0001397257069	0.000254362237528	0.00146925329068	0.0527869904142	0.679449904915	0.265899793175
z	0.000105130027967	0.000158253653176	0.00104945929689	0.0350518108047	0.747580614972	0.216054747725
z	0.000229700249322	0.000143485344392	0.0016714966823	0.0320535819349	0.761710821657	0.204190889242
e	0.000288446003107	0.000147844611464	0.00278822516077	0.0518034623116	0.696739857219	0.248232119747
</S>	0.000239027101553	0.000191680400732	0.00320288283039	0.0660960786558	0.633226078609	0.297044199874
