 	viene	fabbricato	</S>
è	0.29757322	0.308716625	0.39371015
r	0.312684173333	0.319070221667	0.368245596667
k	0.317261491111	0.325567713889	0.357170788889
e	0.26675455037	0.28384574463	0.44939971963
t	0.166721323457	0.190417104877	0.64286157321
e	0.100459054486	0.159895408292	0.739645524403
f	0.0750046814953	0.301129672764	0.623865658134
a	0.0534325044984	0.514807910921	0.431759636045
b	0.0560031454995	0.660499656974	0.283497225348
b	0.0676019568332	0.692553785658	0.239844255116
r	0.0620724906111	0.594154211886	0.343773278372
i	0.0521348462037	0.615469267295	0.332395886124
k	0.0305347850679	0.667312122432	0.302153128708
à	0.0159332930226	0.677610360811	0.306456336236
t	0.0140397803409	0.733070886937	0.252889292079
o	0.0219064211136	0.758931945646	0.21916161736
</S>	0.0276127945568	0.782336897823	0.19005030868
