 	non	sapeva	dove	a	stare	</S>
e	0.15999745	0.160923845	0.16895187	0.171902015	0.174471185	0.163753645
n	0.159772	0.160767115	0.168996333333	0.172044421667	0.174746791667	0.163673335
ì	0.163808466667	0.164482258333	0.167362331111	0.168597983889	0.169845290556	0.165903655
s	0.161023818889	0.161468189444	0.16309637037	0.163893277963	0.175926660185	0.174591665
s	0.160336576296	0.160446469815	0.161722560123	0.162261529321	0.177802840062	0.177430028333
e	0.143081752099	0.148710723272	0.144679583374	0.146286893107	0.155575820021	0.261665232778
r	0.1283940407	0.136398967757	0.133100404458	0.136340974369	0.163330016674	0.302435590926
e	0.105611659567	0.116441492586	0.114056449153	0.118659293123	0.156204910225	0.389026210309
p	0.069999891189	0.084327172862	0.0994007007177	0.111491679374	0.214029741408	0.420750853436
u	0.0430573103297	0.054935635954	0.0837227189059	0.100634249791	0.284969607136	0.432680501145
n	0.0205643120432	0.0340195349847	0.0636905236353	0.0825321832637	0.386748042379	0.412445403715
a	0.0118756649791	0.0224708027949	0.0485037105451	0.0649304970879	0.459586980793	0.392632337905
s	0.00404915711437	0.010030286065	0.0181155711817	0.0305876973626	0.515947943598	0.421269345968
t	0.00218821409479	0.00796961202167	0.0157156613939	0.0358716547875	0.664165874533	0.274089008656
a	0.00150261941493	0.00541353801056	0.014279844998	0.0364237085958	0.676100134844	0.266280176219
s	0.000510899700643	0.00194545872352	0.005967860866	0.0200033646653	0.489993361615	0.481579055406
ì	0.000187586817214	0.000837743691173	0.003420839222	0.0139312206884	0.511467537205	0.470155075135
</S>	0.000113181165607	0.000553935945587	0.002810070011	0.0142137068442	0.686581468603	0.295727647567
