 	io	voglio	che	Maria	venga	qui	</S>
e	0.13946983	0.139494705	0.13955051	0.14476293	0.15492376	0.1404152	0.141383075
v	0.139151596667	0.139178781667	0.13923621	0.14466714	0.155291146667	0.140211143333	0.142263961667
ò	0.140349002222	0.140363040556	0.140437036667	0.142492496667	0.146588158889	0.140945827778	0.148824397222
t	0.116972269074	0.116981680185	0.120082695556	0.118228298889	0.12108497963	0.180599135926	0.226050915741
è	0.109009561358	0.109100370062	0.113091855185	0.10996654963	0.113274746543	0.193781991975	0.25177491858
l	0.119685958786	0.119803521354	0.121272523395	0.12083562321	0.124323668848	0.157689413992	0.23638930286
o	0.121784704595	0.122345965118	0.122590586132	0.123255407737	0.130871242949	0.146489274664	0.232662814287
n	0.118169876532	0.118887878373	0.118754182044	0.121292865912	0.132894140983	0.135822679555	0.254178351429
a	0.107718810511	0.109220872791	0.108413062348	0.117671381971	0.155283063661	0.127838644518	0.27385413381
r	0.0895137715037	0.091281697597	0.0908437367827	0.10577517399	0.15977047122	0.132527091506	0.330288017937
t	0.0936167218346	0.0942846525323	0.0949316365942	0.105419164663	0.135807817073	0.137992390502	0.337947592646
i	0.0868873882782	0.0947601208441	0.0884608021981	0.094493882221	0.151738262358	0.172017066834	0.311642484215
e	0.0421396317594	0.053198754948	0.0442755713994	0.0647969200737	0.197225847453	0.190383832278	0.407979441405
M	0.0204969895865	0.0252508726493	0.0226999694665	0.0684100786912	0.214509982484	0.202270857426	0.446361227135
a	0.0109867119955	0.0146691402164	0.0135241098222	0.0741614828971	0.262881400828	0.237235142475	0.386541985712
r	0.00553750693183	0.00889142240547	0.00804751094073	0.0519806189657	0.231760516943	0.236123434158	0.457658955237
ì	0.00426897211061	0.00923065180182	0.00839728731358	0.0250415599886	0.108625673314	0.183956464719	0.660479388412
a	0.00327813402687	0.00886277256727	0.00723623790453	0.0155092508295	0.0701940371047	0.21152408824	0.683395516137
e	0.00127335146029	0.00356346340576	0.00291794872484	0.00854768270983	0.0536690967016	0.43365789608	0.496370592046
t	0.000718595604763	0.00170508778525	0.00295104519828	0.0161691915033	0.0454575995672	0.567313032027	0.365685494015
t	0.000800755691588	0.00227140016175	0.00646040339943	0.0256322505011	0.0585638798557	0.542697420676	0.363573928005
ù	0.000626693213863	0.00218562367392	0.00631875659981	0.017071154767	0.0612118219519	0.611722583559	0.300863392668
</S>	0.000399473331931	0.00126334251696	0.00382573999991	0.0091755292835	0.0499289809759	0.686490291779	0.248916691334
