 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.1119204725	0.113280987	0.16522362	0.18677311	0.11471372	0.118094105	0.18999394
n	0.131733604167	0.132199365667	0.150485133333	0.158601226667	0.133267193333	0.133849108333	0.159864363333
a	0.132347816056	0.132546611889	0.140393694444	0.149634835556	0.139657354444	0.136390799444	0.169028894444
v	0.102491683352	0.107616817296	0.163575674815	0.180968245185	0.150173681481	0.122292335148	0.172881571481
o	0.0811278944507	0.0875415910987	0.170963391605	0.182287321728	0.162946660494	0.106378851716	0.20875428716
r	0.0714988448169	0.0843323406996	0.152411537202	0.155027127243	0.163450563498	0.109561178572	0.263718402387
à	0.071369444939	0.0866456518999	0.141009109067	0.155939585748	0.146419071166	0.112796108191	0.285821040796
s	0.091157253313	0.101891040633	0.126840519689	0.144941218583	0.137428480389	0.115066678064	0.282674803599
o	0.0714738561043	0.081344734211	0.11075847823	0.172345602861	0.129947646796	0.100956784021	0.3331728912
t	0.0495319220348	0.057904298737	0.0923737590767	0.17061328962	0.154647855599	0.081581166007	0.3933476704
o	0.0394850433449	0.0477087642457	0.0996825376922	0.141707025207	0.152452811866	0.100886505336	0.4180772568
t	0.0241188424483	0.0282684584152	0.111725921231	0.174983385069	0.159028603955	0.104060431779	0.3978143456
s	0.0196302771494	0.0240282018051	0.153888115744	0.25968657169	0.177083049318	0.0831399372597	0.2825438552
o	0.0146314977165	0.0165885104684	0.134206681915	0.21889167523	0.112886235106	0.131122675753	0.371672725067
m	0.00974591723883	0.0080722740228	0.0571290869717	0.08937455341	0.095281215702	0.270856408584	0.469540548356
ì	0.00624192174628	0.00508968824093	0.0346563496572	0.0533401568033	0.0944115599007	0.347898082861	0.458362256119
k	0.00538928958209	0.00456437488031	0.0336968798857	0.0785974109344	0.107019217967	0.254478339287	0.516254505373
a	0.00367933809403	0.0030121320101	0.0245834882286	0.0739013023448	0.101384448322	0.285966168096	0.507473148458
i	0.00164928427301	0.00116742813003	0.00900948800953	0.0262374058149	0.0427843674407	0.529440106032	0.389711942819
m	0.00102890803267	0.00330499035334	0.00903364733651	0.0168123672716	0.0293473531469	0.564409185344	0.376063547606
è	0.00167023027756	0.00426059395111	0.00903998057884	0.0131630258905	0.045600186049	0.408762395115	0.517503582535
r	0.00151221901252	0.00180385758204	0.00366659101628	0.00512828488017	0.039409547683	0.364107531705	0.584371960845
i	0.000646348007507	0.00066382187568	0.00130471023709	0.00184041587339	0.0184764762277	0.453522410568	0.523545806948
</S>	0.000434904628754	0.00036750431284	0.000693417931045	0.000994866631695	0.0132929601139	0.525132555284	0.459083783474
