 	l	ho	sentito	che	veniva	</S>
o	0.14946075	0.14967572	0.151572735	0.243425125	0.15065396	0.155211745
n	0.140403476667	0.14072785	0.143761865	0.282297535	0.14387021	0.148939101667
ì	0.146817352222	0.147042696667	0.149350351667	0.248605031667	0.151083273333	0.157101323889
k	0.124133477407	0.125340937222	0.179909557222	0.208178903889	0.186023577778	0.176413557963
u	0.104331660802	0.105978520741	0.179229715741	0.246124101296	0.187668139259	0.176667875988
s	0.079652619934	0.0874898615803	0.129958165247	0.325001243765	0.157042899753	0.220855248663
a	0.040841696978	0.0507117418601	0.085600631749	0.332635404588	0.130582076584	0.359628472888
k	0.025291340826	0.0295570650534	0.064596525583	0.231849251529	0.187573462195	0.461132350963
a	0.009487247042	0.0118305365745	0.0431891322943	0.10701544671	0.256162720732	0.572314910321
è	0.003334441904	0.00420870584817	0.0158445202648	0.03887558197	0.387508573577	0.550228176774
r	0.001369998958	0.00255081304939	0.00913545115493	0.0253494875233	0.462953824526	0.498640418925
k	0.000644130736	0.0018924681648	0.00608471837164	0.0196155340078	0.440866891509	0.530896256308
a	0.000219966890433	0.000669246957933	0.00221793667488	0.00705053183593	0.608657780503	0.381184565436
t	9.50029672443e-05	0.000290395433978	0.00106721642263	0.00414440027864	0.755325060168	0.239077945145
o	6.10881517481e-05	0.000246497731326	0.000741525627543	0.00534160462621	0.772258820056	0.221350491715
</S>	4.34562068741e-05	0.000261710555663	0.000480571093772	0.00611587811311	0.764915660028	0.228182770857
