 	hai	già	mangiato	</S>
ì	0.207913765	0.210024495	0.23088589	0.351175865
s	0.208201728333	0.214244311667	0.225236953333	0.352317015
e	0.182094526111	0.200826963889	0.204569024444	0.412509488333
g	0.138021192037	0.212332061296	0.222251014815	0.427395739444
i	0.089880290679	0.242063147099	0.297694638272	0.370361923148
à	0.0592428735597	0.2234091857	0.432374446091	0.284973464383
f	0.0303623280866	0.142272785233	0.553721098697	0.273643754794
a	0.0125479902489	0.0651134737777	0.663421149566	0.258917378265
m	0.0048042273463	0.0318650882926	0.675274436522	0.288056276088
è	0.00229886842543	0.0216521129642	0.675078852174	0.300970192029
n	0.00140210089514	0.0120258898547	0.785214170725	0.20135783401
a	0.00190189415171	0.0101538924849	0.683505916908	0.30443829467
</S>	0.00272021477585	0.00892638954245	0.533305298454	0.455048117335
