 	la	donna	pulisce	la	casa	l	uomo	no	</S>
e	0.109167552	0.1091685	0.109176235	0.109203308	0.109461315	0.10989574	0.116857597	0.1094119025	0.11765779
j	0.100872697333	0.100884098333	0.100930211667	0.101300037667	0.103376968333	0.10714366	0.155643547	0.101585329167	0.128263416667
i	0.0934046677777	0.093419521111	0.0935068305557	0.0940220875557	0.097196276111	0.102829586667	0.177127669	0.0944647297223	0.154028635556
n	0.0915071059259	0.0915156057037	0.0919125435186	0.0924582691852	0.0967138453703	0.102677918889	0.164648913	0.0931450432408	0.175420745185
è	0.0899636453086	0.0899695272346	0.0913416578395	0.0910001877284	0.0958669251234	0.10147867963	0.148985737667	0.0925711694136	0.198822465062
k	0.0813967084362	0.0814341557449	0.0842917059465	0.0927315405761	0.119149815041	0.136012159877	0.130363135889	0.0860144514712	0.188606348354
a	0.0792084561454	0.079253861915	0.0818585839822	0.0939743735254	0.12732482168	0.147945893292	0.12703414863	0.0840970971571	0.179302772785
p	0.0804016137151	0.0805968339717	0.0837122566607	0.0860169561751	0.101426663893	0.116185504431	0.189287169543	0.0855568023857	0.176816204262
u	0.065343152905	0.0655993759906	0.0690610668869	0.068501453725	0.0823078679643	0.104078656477	0.321124916514	0.0723051907952	0.151678338087
l	0.0516436763017	0.0517865349969	0.055987391629	0.055200354575	0.0744576006548	0.112040850492	0.388472768838	0.0632770369317	0.147133796029
i	0.0425725527672	0.0426667273323	0.047247478543	0.046453503525	0.0704311008849	0.117454294831	0.433150949613	0.0587175799772	0.141305828676
z	0.0303482782557	0.0303804864441	0.0336119368477	0.0361074165083	0.0784379629616	0.15923514961	0.448380959871	0.0574330509924	0.126064766225
z	0.0339038557519	0.033914703148	0.0378345282826	0.0405002055028	0.0935608826539	0.17782013487	0.354998256624	0.0761486783308	0.151318738742
è	0.0401266632506	0.040089541716	0.0593899314275	0.0451859501676	0.0773395315513	0.12694706329	0.212000346875	0.11134168411	0.287579296247
i	0.0338747427502	0.0338756509053	0.0579999044758	0.0380076467225	0.0570212248504	0.10088051643	0.194056466958	0.116053614703	0.368230232082
o	0.0265580869167	0.0278014196351	0.0377300371586	0.0291749469075	0.0575221486168	0.0978298041433	0.247038245653	0.115856251568	0.360489027361
s	0.0157753505056	0.0177899870784	0.0257772127195	0.0223308139692	0.100569051206	0.168890878048	0.212462418551	0.143836640523	0.292567645787
p	0.0083780600352	0.00960509982613	0.0263107545732	0.0220586926564	0.118444323735	0.205332886016	0.184675299517	0.204724176841	0.220470721929
ì	0.0061427445784	0.00654436164204	0.0289715595244	0.0185249008855	0.0811034529117	0.147659173672	0.167256823172	0.262252335614	0.281544663976
t	0.0054989628928	0.00610545331401	0.0352620328415	0.0173291962952	0.0580534879706	0.105297472891	0.208159284391	0.225002481871	0.339291641325
i	0.00353016873093	0.004280010738	0.0301003901805	0.0144847399984	0.0362009075902	0.066678582297	0.18999183413	0.326346633957	0.328386713775
o	0.00150833763031	0.00167781393267	0.0117677149835	0.00597867759947	0.0160483803634	0.031439285299	0.0808845158767	0.610675231319	0.240020001258
à	0.00072944919677	0.000854768364223	0.00521235451783	0.00399445089982	0.0132136136878	0.0238842849663	0.0508733377922	0.719539923773	0.181697797086
n	0.00082921576559	0.00124597812141	0.00767362033928	0.0148205709666	0.0274192845626	0.0477705149888	0.0587794532641	0.614071631258	0.227389742362
t	0.000726319531863	0.0013439261538	0.00804176901309	0.0174444327889	0.0278404260542	0.0498293088296	0.148029384421	0.548506473753	0.198237958787
r	0.000279817996621	0.000663177622933	0.0035164381377	0.00685964922963	0.0117693348181	0.0233202033099	0.181370794807	0.594139467918	0.178081087596
e	9.79683591403e-05	0.000232909384311	0.0013987535709	0.00257625090988	0.0043749521327	0.0104700683033	0.100884799602	0.603777079306	0.276187182532
p	3.57099946468e-05	8.4530655437e-05	0.0005079632753	0.00133271766996	0.00186229010423	0.0057985352011	0.050044299534	0.684142106435	0.256191812511
o	1.50691904489e-05	3.25354792457e-05	0.0001958572521	0.00089410484332	0.000938278219077	0.0034774778237	0.0205429026113	0.804415548812	0.169488215837
d	1.7721964383e-05	2.75267148486e-05	0.000256822951033	0.00152514576777	0.00242798799069	0.00437620626457	0.0141189119704	0.711732749604	0.265516928612
è	3.53132667943e-05	3.76650749495e-05	0.000307432753678	0.00213635592259	0.00346478046356	0.00873071408819	0.0152994199901	0.660079716535	0.309908606204
g	3.41958105981e-05	3.61843316498e-05	0.000190532604559	0.00207821464086	0.00266538512119	0.0132716560294	0.0144594769967	0.759748425512	0.207515942068
g	2.4623325866e-05	3.74895872166e-05	0.000171250158186	0.00246723901362	0.00311536440706	0.0193413473431	0.0147325916656	0.820500861837	0.139609230689
h	4.4114826622e-05	0.000135348642406	0.000412914026062	0.00236026917121	0.00358607700235	0.0195412844477	0.0280794265552	0.815364210612	0.13047638023
e	4.57655392073e-05	0.000157237531135	0.000465107178687	0.0017858531904	0.00271646993412	0.0121544234826	0.0540326231851	0.728531013537	0.20011152341
</S>	2.83701581036e-05	8.49279260675e-05	0.000269405194344	0.0014155538952	0.00173056306706	0.0080553367413	0.0680454365925	0.665236686769	0.255133696705
