 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.09910423	0.09909801	0.099174567	0.0999856255	0.0991554725	0.099725815	0.100371165	0.1001778475	0.0993311925	0.10387606
t	0.09884442	0.0988392066667	0.098917359	0.0997828371667	0.0988974308333	0.0994839983333	0.100521918333	0.100153679167	0.0995248158333	0.105034313333
s	0.0993487733333	0.0993478688889	0.0993757396667	0.0997188290556	0.0993681602778	0.0995801394444	0.100322089444	0.100050873056	0.100036455278	0.102851041111
e	0.0995000711111	0.099492862963	0.0995822232222	0.0996425963519	0.0995578167593	0.0995748998148	0.0998490784813	0.100710881019	0.099843788426	0.102245773704
r	0.0991279517037	0.0991199476543	0.0992326410741	0.0992932471173	0.0992012475864	0.0991835032716	0.0999227601604	0.10095326834	0.100077441475	0.103887997901
e	0.0983205969012	0.0983094825514	0.098461330358	0.0985011757058	0.0984191978621	0.0983740777572	0.0993394487201	0.101051192447	0.0997165511583	0.1095069443
k	0.0978129173004	0.0977962208505	0.0979633134527	0.0979815735686	0.0979194576207	0.0978954942524	0.09854598624	0.105280732482	0.0990454957194	0.1097587831
a	0.0972824657668	0.0972616969502	0.0974520511509	0.0974629645229	0.0974042442069	0.0974771650841	0.0980214687467	0.108710210827	0.0986253285731	0.1103023657
k	0.0947417869223	0.0947166856501	0.0949491903836	0.0949922981743	0.0948986914023	0.095377627028	0.0960911345822	0.124744613609	0.0980206715244	0.111467266567
à	0.0918494406408	0.0918235668834	0.0920925567945	0.0943170093914	0.0920392191341	0.094509225676	0.0965977831941	0.12598447787	0.0959039458415	0.124882758856
n	0.0903318985469	0.0903093739611	0.0905617772648	0.0981854564638	0.0905078297114	0.094626291892	0.103107609398	0.107386133957	0.0947133819472	0.140270262952
n	0.0927550245156	0.0927424246537	0.0928703027549	0.100445275488	0.0928432912371	0.0958371892973	0.105274141466	0.102574229319	0.0967728289824	0.127885317651
i	0.0897168981719	0.0893581548846	0.093492957585	0.093570248496	0.0923764137457	0.0908095084324	0.0948547754887	0.130342463106	0.0939515513275	0.13152708255
t	0.085121332724	0.0846509882949	0.0901414958617	0.0887215061653	0.0886539945819	0.0859462128108	0.0929032301629	0.142914054369	0.0946306754425	0.146316584183
s	0.0905338875747	0.090373237765	0.0923232339539	0.0931409187218	0.0917934295273	0.0916677976036	0.099039216721	0.117975403456	0.0994174468142	0.133735470061
ì	0.0831118768582	0.082604822255	0.0884657899846	0.0874598229073	0.0869024845091	0.0867319492012	0.090509438907	0.134163579819	0.0905292789381	0.16952096202
c	0.0756404999527	0.0749965754183	0.0821257266615	0.0826219143024	0.0802259631697	0.0805379730671	0.087462404969	0.140034178273	0.0874036263127	0.208951140673
h	0.0852487533176	0.0850012851394	0.0874882135538	0.0901400897675	0.0868244107232	0.087885085689	0.0950882369897	0.114218864424	0.0949566267709	0.173148443558
r	0.0915956994392	0.0914902583798	0.0925911411846	0.0939042295892	0.0922971315744	0.092984316563	0.0961974639966	0.105216626475	0.096456650257	0.147266481186
a	0.0742986354797	0.0728379777933	0.0871539187282	0.0792367405297	0.0838402205248	0.0741711088543	0.0822190829989	0.136461853825	0.097132423419	0.212648040395
c	0.0539628424932	0.0519822099311	0.0710930279094	0.0641801775099	0.0666853635083	0.0571398439514	0.0728158109996	0.181858744608	0.0932308378063	0.287051163465
e	0.0385440894977	0.037329623977	0.0487865733031	0.0486347005033	0.0461800261694	0.0455179316505	0.0607072196665	0.164976781536	0.0788099226021	0.430513161155
e	0.0190738071659	0.017687755659	0.0271612374344	0.0256034498344	0.0250670817231	0.0240930318835	0.0414169208888	0.173901113845	0.0904592542007	0.555536377052
n	0.0144097673886	0.0132156638863	0.0179053941448	0.0260649236115	0.0169398785744	0.0313125826278	0.0547291452963	0.234755234615	0.101914974734	0.488752449017
ì	0.0132391811295	0.0124792299621	0.0189737047149	0.0334603928705	0.0203763435248	0.0476819195426	0.0705311917654	0.297639078205	0.107081411578	0.378537563006
c	0.00797048934317	0.00766598925403	0.0146016715716	0.0245245019568	0.0167435094083	0.0367282948475	0.0851985355885	0.273814112735	0.157067147193	0.375685781002
h	0.00748476374772	0.00745839768468	0.0104333845239	0.0189668283189	0.0109456283694	0.0253820279492	0.0901827401962	0.154539934912	0.157129939064	0.517476373667
e	0.00659554594924	0.00646341692823	0.00806088600797	0.015285570773	0.0081680548898	0.0188035223164	0.0620470123987	0.0798348756373	0.140326023021	0.654415124556
n	0.00484716688308	0.00372106894274	0.00484585270266	0.00927174692433	0.00466734582993	0.0126080584388	0.0392709537996	0.101562138546	0.184469471007	0.634736241519
a	0.00394255664436	0.00257689332158	0.00338888789422	0.00629851352144	0.00308565964331	0.00939187692293	0.0265495889332	0.0980813515153	0.280366540336	0.566318147173
n	0.00218352473145	0.00147810614786	0.00166075832474	0.00309677618715	0.00149725744777	0.00513481408431	0.0234075666444	0.0621541925051	0.385404736779	0.513982262391
a	0.00157569012848	0.00110375848262	0.00106978912991	0.00198039877905	0.00096100122259	0.00368196641744	0.0197892993148	0.0484631245017	0.459422535593	0.46195241413
t	0.00059010035416	0.000396671220873	0.000431954518303	0.000837081909683	0.000517849370863	0.00132541011848	0.0133036835383	0.0298214985006	0.556455511864	0.396320211377
è	0.000438992511387	0.000489724133624	0.000576239626101	0.000902360503228	0.000806538913621	0.00091584929616	0.0136875105128	0.0339102348335	0.606807653955	0.341464873792
t	0.000370491178796	0.000601679854541	0.000937958375367	0.000975811447743	0.00112934927121	0.00131458936539	0.0123252105043	0.0706452902778	0.606518534652	0.305181067931
s	0.000174492108599	0.000317826762514	0.000712009858456	0.000562809295914	0.000806485530403	0.00129459705513	0.0095229952681	0.0874646210926	0.498732264884	0.40041189931
i	7.2738220533e-05	0.000121987922838	0.000258449208152	0.000250074056971	0.000332911183468	0.000783832545043	0.0053321061227	0.0554367713642	0.438963841628	0.498447276437
</S>	4.21909257665e-05	6.8149762919e-05	0.000137110487076	0.000157575965985	0.000205811491734	0.000570709062521	0.00370947346135	0.0428366356821	0.494505370814	0.457766938219
