 	vuole	vuole	mangiato	caldo	</S>
t	0.199803935	0.199881335	0.199940425	0.19983638	0.20053791
è	0.199217351667	0.200474848333	0.201187035	0.199154966667	0.1999658
l	0.197793197222	0.199533876111	0.200618081667	0.198448298889	0.203606563333
i	0.191908999074	0.198423782037	0.202335227222	0.19724448963	0.210087514444
t	0.165314621691	0.177638650679	0.184006889074	0.174414846543	0.298624964815
è	0.145541135897	0.16956112356	0.181609626358	0.149654718848	0.353633384938
l	0.119909961966	0.14943535452	0.163305115453	0.124310052949	0.443039551646
i	0.0908095006553	0.13058591484	0.145375555151	0.110171174316	0.523057883882
f	0.0707751435518	0.111057254947	0.13869375505	0.108959429439	0.570514414627
a	0.0371945028506	0.0549998313157	0.08385426735	0.168177921146	0.655773484876
m	0.0172925456169	0.0325894624386	0.106277154783	0.229221140382	0.614619708292
è	0.0118160118723	0.0241422051462	0.108268402928	0.190186140127	0.665587226097
n	0.0102614932908	0.0163612837154	0.049523724976	0.257117046709	0.666736418699
o	0.00633485840693	0.0111955290151	0.0271919746587	0.337048892236	0.6182287129
t	0.00305380191231	0.0109453064484	0.0504556735529	0.274847787412	0.660697390967
r	0.0021870887041	0.0113462226828	0.0591511681843	0.213091632471	0.714223863656
e	0.0010214289547	0.00443665429427	0.0248016193948	0.318867000824	0.650873271219
m	0.000389936363233	0.00166790719809	0.0121842625649	0.412917506941	0.572840360406
m	0.000156469486411	0.000673143989363	0.00551472605497	0.447350925647	0.546304750135
ò	8.3755689137e-05	0.000355739943121	0.0109883041183	0.527463658549	0.461108550045
</S>	8.09924745685e-05	0.000322616356561	0.0179726395591	0.543377929275	0.438245810023
