 	se	aveva	vestito	la	figlia	l	avessi	portato	alla	chiesa	</S>
a	0.093505375	0.09146367	0.089662347	0.089339125	0.08962124	0.08918664	0.08919245	0.089221692	0.08998027	0.0964068	0.092420415
n	0.0926503083333	0.090600272	0.088788417	0.0884642516667	0.0893727866667	0.0883112946667	0.0883206313333	0.0883517136667	0.0891559333333	0.0960593233333	0.099925095
ì	0.0904281127778	0.0897376993333	0.0891209656667	0.0890125405556	0.0905893902222	0.0889618875556	0.0889743131111	0.0889876395556	0.0893165411111	0.0921680411111	0.102702896667
c	0.0904686075926	0.0901890614444	0.0899342318889	0.0898912401852	0.0917049147407	0.0898694158519	0.0898795503704	0.0899055998519	0.0900874737037	0.0919517837037	0.0961181172223
h	0.0906852171975	0.0905413401481	0.0904093952963	0.0903876413951	0.0916353315802	0.0903745986173	0.0903782301235	0.0904074646173	0.0905253512346	0.0919894212346	0.0926659990741
e	0.0902331120658	0.0901835880494	0.0901385430988	0.090131608465	0.0905531438601	0.0901422875391	0.0901756653745	0.0901946512058	0.0903025470782	0.0909738337449	0.096971016358
n	0.0899865390219	0.0895919560165	0.0892058343663	0.089147996155	0.0964606912867	0.0891157291797	0.0891626917915	0.0891851820686	0.0893285190261	0.090137539915	0.0986773121193
d	0.0904941230073	0.0899833120055	0.0894821114554	0.089406575385	0.0990257770956	0.0893448243932	0.0893644285972	0.0893793053562	0.0894682630087	0.0901632999717	0.0938879927064
ì	0.0902208276691	0.0900513053352	0.0898794704851	0.089855401795	0.0941519756985	0.0898464861311	0.0898850525324	0.0898984997854	0.0899978543362	0.0904181613239	0.0957949709021
s	0.089052519223	0.0890016297784	0.0889349901617	0.0889294239317	0.0930626252328	0.088933385377	0.0889790171775	0.0893062599285	0.0897245527787	0.098215907108	0.0958596599674
o	0.0878999964077	0.0878850632595	0.0878546533872	0.0878552146439	0.0912676650776	0.087885263459	0.0879754190592	0.0884206699762	0.0890351122596	0.100419340369	0.103501574989
n	0.0940708621359	0.0900652494198	0.0860303677957	0.085319121548	0.107404641693	0.0849312328197	0.0850436950197	0.0852299499921	0.0856371174199	0.0904049347897	0.105862821663
t	0.0973959840453	0.0920602334733	0.0866906879319	0.0857407838493	0.113833823898	0.0851796296066	0.0852261836732	0.0853055919974	0.0854886374733	0.0877085915966	0.0953698488877
