 	sono	stato	sempre	poveretti	</S>
ì	0.19654864	0.203535245	0.202771035	0.197234995	0.19991005
m	0.19603926	0.205344321667	0.202645761667	0.196821881667	0.199148736667
e	0.191552206667	0.206559087222	0.206760563889	0.195337413889	0.199790718889
s	0.151041135556	0.263469235741	0.21768235463	0.157045737963	0.210761502963
t	0.135130981852	0.300412501914	0.213604971543	0.138666269321	0.212185224321
a	0.126794087284	0.274140843971	0.239928057181	0.151073573107	0.20806339144
m	0.0909514290947	0.318950424657	0.25416793906	0.123119032702	0.212811127147
m	0.0888438163649	0.320068254886	0.24440556302	0.115943972567	0.230738385716
è	0.066223293455	0.202165444962	0.204655959673	0.124816504189	0.402138828572
n	0.052622202485	0.139875151654	0.158219631891	0.13619480473	0.513088232857
a	0.046379833995	0.103881202218	0.11915433063	0.196866598243	0.533718014286
p	0.0267466788317	0.178694879073	0.0981579035433	0.196252522748	0.500147984762
à	0.0194901743439	0.208707096358	0.0889770511811	0.132564010916	0.550261648254
n	0.0109163891813	0.145659142119	0.072223913727	0.0871861503053	0.684014389418
t	0.0072894542271	0.129727237373	0.0705293012423	0.0809104067684	0.711543603139
a	0.00288938908903	0.0596313066243	0.0376695509141	0.172282085589	0.727527687713
t	0.00122611710968	0.0243530822081	0.020876634138	0.341121611863	0.612422552571
e	0.00100367936989	0.0126279239794	0.0214433213793	0.437414637288	0.527510407524
c	0.00087433471663	0.0083213610698	0.0215631004598	0.322145319096	0.647095869175
h	0.00107411799888	0.0077481833566	0.0276679661533	0.216207153032	0.747302589725
ù	0.00128542581963	0.00389772229553	0.0254695828178	0.303536574344	0.665810696575
d	0.000740833939877	0.00272927617518	0.0152457180393	0.343194538115	0.638089632192
d	0.000287518893959	0.00236102455839	0.0110189002131	0.290823616038	0.695508944064
h	0.000115849456986	0.00107652318613	0.0067778679377	0.313500002013	0.678529748021
i	0.000678851543995	0.00138254312871	0.0441517886459	0.333176450671	0.62061034934
</S>	0.001279959322	0.00205345856435	0.0824992543229	0.317141690335	0.59702562467
