 	che	consuma	poco	benzina	</S>
n	0.19752716	0.20525117	0.19927684	0.197504875	0.20043991
a	0.188485686667	0.195790096667	0.20239092	0.210228555	0.20310473
k	0.156081985556	0.187198115556	0.285318603333	0.189685715	0.181715606667
o	0.126465388519	0.167299411852	0.380761701111	0.161855038333	0.163618478889
n	0.109466994506	0.165919907284	0.412400623704	0.146403699444	0.165808782963
s	0.121795293169	0.200088055761	0.356713664568	0.139987646481	0.181415334321
u	0.107507899056	0.176509378587	0.258965948189	0.147813365494	0.309203394774
m	0.0514589226853	0.149215866196	0.29500264273	0.113657224165	0.390665341591
è	0.0262638772284	0.119417577399	0.254230568577	0.104920167055	0.495167793864
t	0.0240157730761	0.0697599977997	0.195885550526	0.108601979018	0.601736664621
s	0.020094003692	0.0625276915999	0.183581200175	0.0830201696727	0.65077692154
i	0.00901230243067	0.04125611145	0.085930063625	0.165595966558	0.69820556718
a	0.00343979277689	0.0141588142467	0.0301482469083	0.410095062186	0.54215811906
l	0.00177034035896	0.00962843859557	0.0244270844361	0.392759410062	0.571414756353
ì	0.00126716462632	0.00814809536519	0.0233364078787	0.391033479354	0.576214885451
o	0.000564877658773	0.0029376315284	0.00942966822623	0.654345039785	0.33272280515
b	0.000786852162924	0.00740918941613	0.0164077999421	0.558755226595	0.41664094505
e	0.000852150364308	0.00888822736704	0.018807813514	0.414266595532	0.557185235017
n	0.0011071191981	0.00522526891735	0.015555725038	0.366630005177	0.611481865006
z	0.0020168428327	0.00730932620578	0.0198175160127	0.321665941726	0.649190355002
ì	0.0016340651009	0.00623202946859	0.0299078190042	0.518046067242	0.444180045001
n	0.0006958978483	0.00260138792286	0.0291014494681	0.737425789081	0.230175486667
a	0.000329031387433	0.00102036104095	0.024825442956	0.694533553027	0.279291583889
</S>	0.000263084363716	0.000667010070475	0.032681807978	0.579701361514	0.386686706945
