 	non	ha	che	li	aspettiamo	</S>
e	0.12937371	0.129360012	0.130858015	0.333174355	0.143559855	0.13367404
n	0.126975293333	0.126976795333	0.128574028333	0.341682251667	0.144220131667	0.131571496667
è	0.148120747778	0.148166128444	0.148933489444	0.238867597222	0.164235140556	0.151676902222
n	0.153055225926	0.154219249481	0.158233679815	0.199761115741	0.174373820185	0.160356947407
a	0.133398333309	0.13531941316	0.142194961938	0.262035595247	0.164960733395	0.162090995802
t	0.0808127647697	0.08461275172	0.0966965459793	0.302213355082	0.301997441132	0.133667139934
u	0.0386726715899	0.04327970324	0.0583835543264	0.401423631694	0.345024880377	0.113215531311
s	0.0207834549966	0.0234649357467	0.0389054554421	0.404617637231	0.384431340126	0.127797157104
m	0.00853072829887	0.0134306242489	0.0281979184807	0.19018170641	0.484856210042	0.274802815701
ì	0.00398899763296	0.0145496887496	0.0295239511602	0.0980412328033	0.386148776681	0.467747348567
n	0.011847709911	0.0271128552499	0.0626539757201	0.149319390934	0.320581898894	0.428484159522
o	0.0144777450703	0.0285130724166	0.0648110265734	0.146564035978	0.354885216298	0.390748896507
m	0.00516239565177	0.0126494258289	0.0267715970911	0.057121306026	0.485877038766	0.412418228836
e	0.00173189535026	0.0044300706363	0.0100599872637	0.019711764842	0.642229132922	0.321837176279
</S>	0.00087330108213	0.00232711482315	0.00580776263185	0.010273484121	0.716243146461	0.26447525814
