 	i	bambini	non	si	vestono	da	soli	</S>
t	0.12495264	0.124954692	0.124952215	0.124954165	0.125079335	0.125051345	0.124988915	0.12506667
a	0.119318786667	0.119328664	0.119312975	0.119343741667	0.119608535	0.119887441667	0.120883871667	0.162315966667
p	0.116941168889	0.116966953	0.116931961667	0.116975900556	0.117668111667	0.120647633889	0.119344067222	0.174524185556
e	0.119512756296	0.119554892667	0.119499929222	0.119565802185	0.120628042222	0.128125511296	0.121268482407	0.151844565185
t	0.112929008765	0.113000915889	0.112907805074	0.113154956062	0.116995725741	0.151672883765	0.121913287469	0.157425415062
ì	0.106604438255	0.10671273163	0.106597225025	0.107507965354	0.113490265247	0.151629771255	0.117936745823	0.189520861687
a	0.104667778085	0.105447136877	0.104407381675	0.106645645118	0.113745181749	0.143203897085	0.112295728608	0.209587227229
e	0.0886815460283	0.0922158472923	0.0880106228917	0.090413061706	0.10772770725	0.227930699028	0.105785422869	0.199235055743
n	0.0744071786761	0.0783417290974	0.0738386832972	0.0753327172353	0.10725734375	0.294093986343	0.10887268429	0.187855665248
i	0.060370982892	0.0623294976991	0.0599646094324	0.0632554157451	0.0962802469167	0.227202662114	0.09505775243	0.335538845083
n	0.0429471542973	0.0450599518997	0.0424434248108	0.0467446895817	0.0865275213056	0.229123080705	0.109891458477	0.397262731694
d	0.0505638060991	0.0529306086332	0.0497391682703	0.0548563291939	0.0955741117685	0.235622768568	0.146517309492	0.314195893898
ì	0.050542728033	0.0536083038777	0.0489376140901	0.0636467580646	0.10480212059	0.140469474523	0.115307695164	0.422685297966
n	0.0512461806777	0.0541993272926	0.0556327293634	0.0653326693549	0.12316737353	0.107436836174	0.0921842570547	0.450800622655
n	0.0663226935592	0.0677950574309	0.0783848697878	0.0721449731183	0.135275071177	0.107017816725	0.101889649018	0.371169890885
o	0.0477414810531	0.0489601213436	0.0565986491959	0.0521718667061	0.098249599059	0.077356395575	0.0894618143393	0.529460110295
t	0.017892949551	0.0193618386479	0.0208605972653	0.021446701902	0.0576887576863	0.0901208751917	0.0832826641131	0.689345656765
t	0.00917661438367	0.011271001216	0.00936849282177	0.0169606589673	0.0827077452288	0.0982215683972	0.098025589371	0.674268368922
e	0.00548378220456	0.00729876239533	0.00474964092059	0.0145443120324	0.0737420074429	0.0482906684657	0.096025108457	0.749865739641
m	0.00192929817485	0.00266632945511	0.0016505393102	0.0051669240208	0.0341327735143	0.0288708451552	0.0777747354857	0.84780857988
a	0.00072523997495	0.00109435510337	0.000601729021733	0.00196350144827	0.0205827597714	0.0239885857184	0.272698202495	0.678345626627
n	0.00026256376665	0.000418494329457	0.000226447148911	0.000718695850757	0.00975663285713	0.0183820925728	0.355397088832	0.614837958876
e	0.000108098675017	0.000191892521486	0.00010146057297	0.000300905277919	0.00606540165238	0.0164411871909	0.417992457611	0.558798586292
c	6.5187246139e-05	0.000132987168829	5.049532099e-05	0.000208763910306	0.00399799418413	0.0122105345636	0.41802861087	0.565305445431
h	0.00014131049538	0.000310535996276	0.000129123926997	0.000601549353435	0.011920798328	0.135039084021	0.190023149957	0.66183448181
à	0.000186830711793	0.000418234855425	0.000763165175666	0.000982854417812	0.0144069050093	0.184171122674	0.352838681319	0.446232220603
t	0.000133012063931	0.000309115471808	0.000935129445222	0.000810516185937	0.00837474333643	0.0964498472247	0.48967677044	0.403310866868
u	6.98734298103e-05	0.000169680302269	0.000432536325074	0.000415694159646	0.00488126091214	0.0657471910749	0.475236000147	0.453047765623
</S>	3.95398226551e-05	0.000104433353635	0.000299973397537	0.000235357106323	0.00280512950607	0.0474249910375	0.529379430073	0.419711147811
