 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.124641035	0.1246517975	0.1246383305	0.125272185	0.124682962	0.12466807	0.126491853	0.124953755
è	0.123448435333	0.1234472425	0.123443662167	0.124306371667	0.123994425333	0.123490003333	0.133554997667	0.124314855
l	0.122795665111	0.122838104167	0.122793262056	0.125397623889	0.123509065111	0.122919824444	0.134967639222	0.124778821667
o	0.119830663037	0.119867904722	0.119831350019	0.123423581296	0.121579250037	0.119995680148	0.140800509741	0.134671047222
k	0.115538846012	0.115796873574	0.115673262673	0.122490047099	0.117930101679	0.115872444049	0.15263510658	0.144063312407
a	0.101515990337	0.101872454858	0.101756184224	0.109738442366	0.10433784056	0.101966266683	0.208450322193	0.170362494136
i	0.0751798644457	0.083494808286	0.0867751667413	0.0805153197887	0.101249051853	0.077449157561	0.257573137398	0.237763501379
M	0.0485975198152	0.0633984294287	0.0790154909138	0.0636276422629	0.121652498951	0.0579988135203	0.239853965799	0.325855673793
a	0.0341305826051	0.0425732914762	0.0610058696379	0.0799357440876	0.135804192984	0.0566117735068	0.221812501933	0.368126034598
r	0.0300413262017	0.0345586058254	0.0400060732126	0.122450261363	0.105354049661	0.0574362738356	0.187896267311	0.422257138199
ì	0.0301977047339	0.0331097286085	0.0327816270709	0.139224117121	0.0824999452203	0.0471183562785	0.24602458577	0.389043956066
a	0.024378202578	0.0257541172028	0.0260177666903	0.0977354983737	0.0717834277401	0.0309413362928	0.419064141923	0.304325528689
è	0.012848918526	0.0178309787343	0.0185640525634	0.0504304487912	0.0488559109134	0.0169444606309	0.419829347308	0.414695889563
n	0.011491237842	0.0251621162448	0.0301307078545	0.0391844522637	0.0396665316378	0.0183876622103	0.332099635769	0.503877649854
a	0.008551668114	0.0216243352349	0.0275019449848	0.0266661742712	0.0225729848793	0.0151192657368	0.394550611923	0.483413023285
r	0.00369289240467	0.0090081374983	0.0130912656949	0.0111174299404	0.0137792552931	0.0076517560456	0.348000750641	0.593658541095
t	0.00235980666822	0.00504555603277	0.0082290966983	0.0174519049801	0.012006886031	0.00683229814853	0.349458953547	0.598615520365
i	0.00113167822741	0.00202108428092	0.00306703914943	0.0177309869167	0.00620369387033	0.00522555018284	0.416417824516	0.548202136788
à	0.000463573187137	0.000793562440307	0.00149111526648	0.00636381389557	0.00266807848344	0.00321963012761	0.472036124839	0.512964092263
v	0.000486937302379	0.0010051758901	0.00298030095549	0.00404072663186	0.00398898459448	0.00680140597587	0.544597741613	0.436098700754
v	0.00043113476746	0.00100667170437	0.00325413698516	0.00310154422062	0.00459881583149	0.00787464962529	0.494962293871	0.484770726918
r	0.000163435157153	0.000361845004123	0.00129769216839	0.00137235130021	0.00233259989383	0.00438998800843	0.40139671129	0.588685355639
i	7.84868493843e-05	0.000190603596374	0.00119018592946	0.000734260116737	0.00135487671461	0.00637855450281	0.315485777097	0.674587235213
</S>	6.13405681922e-05	0.000176084548187	0.00170579336473	0.000563445258368	0.0012828772573	0.00861676175141	0.301646548548	0.685947142607
