 	non	ci	dimentichiamo	mai	</S>
e	0.19500322	0.1962336	0.215302625	0.196999315	0.196461255
n	0.194529823333	0.196070013333	0.216127501667	0.196682438333	0.196590235
è	0.196114407778	0.199013951111	0.207095390556	0.197535579444	0.200240685
n	0.196406562593	0.19966203037	0.203673033519	0.197528713148	0.202729678333
a	0.184131477531	0.202645540123	0.20755453784	0.190391661049	0.215276769444
a	0.13588466051	0.162895416708	0.32604295928	0.174954433683	0.200222539815
l	0.101747324837	0.114669362236	0.466951063093	0.161022337894	0.155609955272
l	0.132357754946	0.140670920745	0.398499647698	0.168332349298	0.160139370424
i	0.113329852315	0.134415828582	0.223428869233	0.193573103099	0.335252366808
m	0.0576816134383	0.0869330145273	0.293271359744	0.205566364366	0.356547658936
o	0.0366900498128	0.0652987488424	0.347122716581	0.170978918122	0.379909576312
n	0.0239160579376	0.0761567536141	0.329513662194	0.127867236041	0.442546288771
i	0.0173912538459	0.068670196538	0.293888034065	0.16836558868	0.451684926257
s	0.0073416118153	0.0339899855127	0.257103531355	0.20509814956	0.496466715419
t	0.0058350515051	0.0293736815042	0.247031648785	0.14995573652	0.56780387514
ù	0.0054823162017	0.0225269205014	0.119617929262	0.12618409884	0.726188741713
m	0.00365978710057	0.0156287478338	0.0635873654207	0.13797789628	0.779146213904
e	0.00213498187352	0.0107548384779	0.0333979181736	0.160094605427	0.793617637968
s	0.00108483179784	0.00622678852597	0.0347158447579	0.159761109809	0.798211395989
t	0.00152713323261	0.00737447634199	0.0390203534193	0.0984738199363	0.85360421533
a	0.00137220190487	0.00524673674733	0.0212589846398	0.169513308645	0.802608771777
m	0.000481808235623	0.00184404294244	0.0113618056466	0.257827866215	0.728484457259
à	0.000304911485208	0.00145771804081	0.0167738243155	0.295783515405	0.685680019086
i	0.000236611619569	0.0012946985816	0.0205158456052	0.428545411802	0.549407413029
</S>	0.000124626646535	0.0006939231428	0.0145123840526	0.509084905901	0.475584116514
