 	io	non	ho	cosa	da	mangiare	</S>
e	0.13703898	0.137048395	0.137440425	0.14194674	0.166452795	0.141430715	0.138641985
v	0.136762666667	0.136772118333	0.137210308333	0.1419526	0.167399261667	0.141366215	0.138536871667
ò	0.140252745556	0.140256329444	0.140516306111	0.142371563333	0.152010750556	0.142176688333	0.142415637222
e	0.133634018519	0.133647553148	0.134275268704	0.140124031111	0.168378720185	0.139404316111	0.150536099074
n	0.128451416173	0.128472714383	0.129508089568	0.138650667037	0.182932116728	0.13815250537	0.153832479691
è	0.130739755391	0.130738508128	0.132749989856	0.149325172346	0.168746515576	0.13777444179	0.14992558323
c	0.106484711797	0.106437136043	0.118668964952	0.147519644115	0.162888105192	0.15138149393	0.206619921077
h	0.101439037266	0.101391875348	0.115790959984	0.138287624705	0.157232601731	0.158351877977	0.227506013692
o	0.089808498422	0.0894275374493	0.106400431328	0.175698501568	0.15787514391	0.145565802659	0.235224071231
t	0.0428799951407	0.0423422091498	0.0679043051093	0.193293467189	0.195857711303	0.143959577553	0.313762737077
i	0.0191438692802	0.0188088707833	0.0414195657031	0.13466485673	0.171993335434	0.129890462518	0.484079045692
è	0.00811024182673	0.00802018939443	0.024333201901	0.0777088832433	0.121709633478	0.157033264173	0.603084601897
n	0.00387740934224	0.00427550409814	0.0143463486337	0.0513379414144	0.109429201159	0.180570374724	0.636163233966
a	0.00206026651641	0.00249933888538	0.00805320702123	0.0276224695381	0.0655945553863	0.361374848241	0.532795281322
f	0.000697560294803	0.00085955042846	0.00366697375041	0.0117499966794	0.0392282244621	0.486102069414	0.457695583774
à	0.000276586985268	0.000379672340153	0.00238082935014	0.0101271043265	0.0420264344874	0.483667846471	0.461141501258
o	0.000131755534256	0.000218032434384	0.00109434466005	0.00767386030883	0.0292610466625	0.657139972157	0.304480967086
</S>	6.7151175878e-05	0.000118898173692	0.000624331395025	0.00398592745441	0.0156410830812	0.756853136079	0.222709453543
