 	dovevo	comprare	il	pane	</S>
ì	0.149647875	0.15702136	0.209642255	0.20255561	0.28113291
c	0.171054411667	0.175992276667	0.210131378333	0.203460836667	0.239361086667
h	0.152747673889	0.161124318889	0.223233332778	0.212947262222	0.249947412222
a	0.15288533463	0.161051932963	0.219696384259	0.209386494074	0.256979904074
n	0.174866954877	0.180575744321	0.206361158086	0.196435538025	0.241760654691
a	0.160262686626	0.18746443144	0.244099946029	0.176838816008	0.231334124897
a	0.109086346542	0.190252763813	0.303507338676	0.144477112003	0.252676428299
f	0.066343981514	0.189014721271	0.371162356225	0.133638150668	0.239840799433
o	0.0390219685047	0.141336548424	0.403496252075	0.135007850223	0.281137406478
r	0.0209483420016	0.122229100808	0.392558617358	0.148496560074	0.315767412159
à	0.0149944041672	0.107033878269	0.339475789119	0.165928356691	0.372567597386
s	0.0230787670557	0.0904802040897	0.292083319706	0.14268788223	0.451669865795
o	0.0259219903519	0.0821068680299	0.227811646569	0.16105159741	0.503107955265
t	0.0166756471173	0.0694388226766	0.23347266219	0.179079835803	0.501333071755
o	0.0120395198058	0.0610978486589	0.230847982063	0.274790978601	0.421223683918
t	0.0095693123686	0.0521107489863	0.198206395354	0.4122596362	0.327853921306
s	0.00763110578953	0.0568687886621	0.195942535118	0.4994626454	0.240094953769
o	0.00434299292984	0.0314103024207	0.140851318373	0.485474028467	0.337921377923
m	0.00258835238661	0.0141356555402	0.112058859458	0.554789822822	0.316427285974
ì	0.00114549348887	0.00629342528007	0.0656298048193	0.755930554274	0.171000693991
</S>	0.000838688669435	0.00386846899004	0.0448111849096	0.803925697137	0.146555954996
