 	deve	che	entra	da	qui	</S>
è	0.16642696	0.16644846	0.166556325	0.166978535	0.16654467	0.16704509
n	0.166371783333	0.166408736667	0.166510548333	0.167186428333	0.16648714	0.16703537
g	0.166326484444	0.166373998889	0.166446079444	0.167548562778	0.16642644	0.166878426667
h	0.166103771481	0.166148206296	0.166265533148	0.167715037593	0.166356203333	0.167411262222
i	0.161727250494	0.162095542099	0.164634307716	0.167075732531	0.165708054444	0.178759130741
s	0.142341260165	0.1435062707	0.150231207239	0.186613644177	0.156222008148	0.221085626914
e	0.122767030055	0.125105850233	0.13855335708	0.201640878059	0.152208116049	0.259724772305
n	0.108133660018	0.118304901411	0.12531801036	0.253536089353	0.142121710016	0.252585627435
a	0.077553010006	0.092459506137	0.107041641453	0.313678259784	0.158688354672	0.250579245812
m	0.0461088276687	0.060536118379	0.106274133818	0.290631016595	0.253386101557	0.243063815271
b	0.0303629428896	0.042378780793	0.0904919172727	0.215580308865	0.270508227186	0.35067782509
i	0.0185090117632	0.0264280102643	0.0540560450909	0.133701890955	0.343639762395	0.423665318363
a	0.0076763963744	0.0133939818548	0.026025234897	0.068339615185	0.614067374132	0.270497446121
p	0.0034396486448	0.00615802231827	0.0138389618323	0.0278668892617	0.745068924711	0.20362755204
ò	0.00192688095827	0.00341585668942	0.00840998911077	0.0165414470872	0.797900554904	0.17180523968
t	0.000719015062757	0.00135026381314	0.00411554723692	0.0107964171957	0.893351374968	0.0896673522267
t	0.000359806777586	0.000774894647713	0.00260805047897	0.0280363205652	0.784995911656	0.183225007409
ù	0.000467502382529	0.000496954669238	0.00135247865966	0.0661205218551	0.606056547219	0.325505989136
</S>	0.000645452041264	0.000303321349619	0.00096842902983	0.0842988834276	0.557888223609	0.355895674568
