 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.104387598	0.1066034325	0.150766085	0.13876866	0.1139657125	0.105034102	0.108321015	0.17215344
n	0.117682292667	0.1184127445	0.133681161667	0.1297947	0.121118980833	0.118130214	0.118993738333	0.14218622
a	0.118375770889	0.118517206833	0.124306240556	0.124122866667	0.120901720278	0.121217591333	0.121896759444	0.15066188
v	0.097866796963	0.103687102278	0.151569236852	0.146705748889	0.124134140093	0.121201063778	0.106895368481	0.147940553333
o	0.083326952321	0.0902380040927	0.156664938951	0.15252364963	0.118787921364	0.126510007926	0.0939277614937	0.178020764444
r	0.0762673007737	0.0884424763642	0.144270012984	0.14566448321	0.118726125121	0.118017157975	0.0962837771646	0.212328648148
à	0.0785846289246	0.0931528687881	0.141907924328	0.14401825107	0.12369178504	0.106063837992	0.100696275722	0.211884382716
s	0.0947218983082	0.103666999596	0.123535794776	0.126634780357	0.11913071168	0.111155809331	0.108048917241	0.213105050905
o	0.0758425364361	0.0822244538653	0.0957874282587	0.117832033452	0.119627293893	0.0999610064437	0.0904123810803	0.318312840302
o	0.0479641014787	0.0483680016218	0.0535687394196	0.0899650218173	0.104615461298	0.119350515481	0.0591597436934	0.477008400101
t	0.0443266548262	0.0453039975406	0.0584464531399	0.0817668692724	0.126386820433	0.13883439516	0.0684916358978	0.4364431867
s	0.0427738746087	0.0439176798469	0.0993922810466	0.159648654424	0.185124113478	0.110008715053	0.0735355332993	0.285599152233
o	0.0316977042029	0.0305301642823	0.0893208020155	0.163146163808	0.158927337826	0.0857526516843	0.100065927766	0.340559240744
m	0.018952477401	0.0185414545941	0.0462751823385	0.0759647282693	0.0982749446087	0.113566090561	0.201988115922	0.426437023581
ì	0.018073794467	0.016735639698	0.0549583241128	0.0693013357564	0.0878730102029	0.13265560352	0.204028955307	0.416373364527
k	0.0207823641557	0.016041608566	0.0575145447043	0.0707038102521	0.0771240477343	0.100631834507	0.117651696436	0.539550084842
u	0.0144795002852	0.009446244622	0.0265103124681	0.0355429872507	0.0452673552448	0.0695415015023	0.217604520145	0.581607554947
à	0.00687415096173	0.00459138964067	0.0111454297227	0.0149600225836	0.0343173500816	0.0410968811674	0.360596736715	0.526418028316
i	0.00283808100391	0.00258122094022	0.00589349887423	0.00802822092787	0.0302718852272	0.0213785022891	0.497501915572	0.431506679439
k	0.0035418531513	0.00323295114007	0.00786464725808	0.014809807376	0.0414411402757	0.0345052453297	0.528615885191	0.36598848648
u	0.0037042005971	0.00336071516936	0.00823819716269	0.0167431665037	0.0437826058019	0.0381898511099	0.55511960173	0.330861685493
à	0.00136909260237	0.00129398703245	0.00297137724423	0.00584609757957	0.017002428144	0.01482448087	0.63856618391	0.318126378498
i	0.000589616665123	0.000613709497483	0.00122704766141	0.00222891709319	0.00806359028133	0.00689535482333	0.688410574637	0.291971219499
m	0.000661698362708	0.000775299332494	0.0028851343538	0.00445276723106	0.0103646381604	0.00867913530778	0.605617024879	0.3665643165
è	0.0017296105209	0.00115294901083	0.0038006961846	0.00537576541035	0.0162363360535	0.0371116754359	0.41641745496	0.5181755055
r	0.0017710191403	0.000811702070277	0.00181813432153	0.00214454468345	0.0119391827845	0.0508964984786	0.398321621653	0.532297315167
i	0.000886783593433	0.000394042841759	0.00076297498851	0.00084578890015	0.00550582912817	0.0325519604929	0.512955750551	0.446096908389
</S>	0.000692387316717	0.00025381494838	0.000426656526255	0.000442218138575	0.00334786421409	0.0240889867465	0.622718925275	0.348029189194
