 	lo	posso	finire	di	scrivere	</S>
o	0.15898745	0.16072141	0.171523375	0.181243145	0.159898885	0.167625735
s	0.145538476667	0.15094757	0.184223291667	0.214135881667	0.147512975	0.157641801667
ò	0.135264062222	0.141213996667	0.177918300556	0.210921987222	0.143719191667	0.190962467222
z	0.109950927407	0.118883605556	0.188120866852	0.277543545741	0.122733003889	0.182768044407
o	0.0964426391357	0.108867538519	0.204745208951	0.326914955247	0.106599757963	0.156429870136
s	0.0853825423786	0.098305177173	0.206058836317	0.342761535082	0.102497663988	0.164994206712
p	0.0738279317929	0.086495483391	0.196212218772	0.336249911694	0.113311369329	0.193903062237
i	0.0770660555976	0.0897898111303	0.185725772924	0.282874470565	0.126331551776	0.238212337412
c	0.0609279431992	0.0905922570434	0.224162730975	0.329729623522	0.108446829259	0.186140623804
c	0.0573885857331	0.0880789056811	0.199643358992	0.283488664507	0.139672889753	0.231727609268
è	0.049164617911	0.0617226978937	0.115446065997	0.150239522836	0.147361729918	0.476065376423
t	0.0345535863037	0.0561410019646	0.148833109666	0.187099718945	0.111028866639	0.462343715474
s	0.0337143297679	0.0595096433215	0.176951506555	0.238074632982	0.114615855546	0.377134018491
i	0.0247540631226	0.0365737491072	0.104757938852	0.140826626327	0.160556285182	0.532531329497
à	0.0130622669075	0.0259643430357	0.0588904729507	0.070324074109	0.217217085061	0.614541743166
t	0.0133870566358	0.0519530823452	0.0517183449836	0.060408284703	0.301965948354	0.520567261055
s	0.0112703318119	0.0512479969151	0.0426893233279	0.0567469172343	0.306193576118	0.531851843685
e	0.00444503681397	0.0190263020717	0.0204266645093	0.0331487041448	0.266513275373	0.656440024562
g	0.00240444394799	0.0078989452239	0.00989329466977	0.0164591657816	0.387344648458	0.575999541521
r	0.00298665858266	0.0112149516413	0.0254979523233	0.0588714502605	0.432713882819	0.46871511384
à	0.00254848578089	0.0153199882138	0.0306488514411	0.0738740347535	0.40698779094	0.47062082128
t	0.00194402004696	0.0109325908713	0.0146071624804	0.0361960319178	0.393787050313	0.54253312376
s	0.00186098228232	0.00666341709043	0.00802651936013	0.0258594083059	0.288823506771	0.668766141253
i	0.00139111819411	0.00557799386348	0.00522878832004	0.031851128102	0.281907692257	0.674043257084
</S>	0.00134737544705	0.00603157318174	0.00466090616002	0.039356494051	0.336594196129	0.612009443542
