 	non	ho	cosa	è	da	mangiare	</S>
e	0.121999415	0.122035755	0.12256319	0.14349215	0.237115065	0.129193963	0.1236004525
n	0.121289591667	0.121330765	0.121885253333	0.143288293333	0.239231935	0.128684083	0.124290089167
è	0.134092910556	0.134125241667	0.134398384444	0.142320037778	0.178111141667	0.136926214333	0.140026083056
c	0.125030586852	0.125084567222	0.125491491481	0.136440625926	0.175779583889	0.142695471444	0.169477671019
h	0.122515895617	0.122564295741	0.122960000494	0.134690541975	0.173855961296	0.145404757148	0.178008537006
o	0.115584325206	0.115901851914	0.117368670165	0.122731448658	0.140666233765	0.135528479049	0.252218982335
t	0.074981378402	0.075521673638	0.078162324055	0.105879330886	0.142380101255	0.138545239683	0.384529944112
i	0.0438407744673	0.044867669546	0.0497009520183	0.0885720002953	0.147227223752	0.128369713228	0.497421664704
è	0.0297052154891	0.0303056355153	0.0365163276728	0.0824673734318	0.136077847917	0.122698751076	0.562228854901
n	0.0202033924964	0.0191886421718	0.0228476525576	0.0836590878106	0.128240747972	0.145598757025	0.5802617183
a	0.0118284475205	0.0108262840373	0.0123208550525	0.0512306612702	0.0804791942573	0.335445559008	0.497868992767
f	0.0040882264885	0.0039476690491	0.0055679832175	0.0223666720901	0.0376535143524	0.477735086336	0.448640817589
à	0.00149225718717	0.00160536490637	0.0031264410625	0.01286495913	0.0313088054508	0.574177128779	0.37542499253
o	0.00050766993059	0.00061137712229	0.00114405703883	0.00582804723667	0.0215540019503	0.764462642926	0.205892184177
</S>	0.000254982171095	0.000311640541395	0.000595904061415	0.00302576675833	0.0120053951752	0.817363971463	0.166442342089
