 	l	ho	sentito	quando	veniva	</S>
t	0.16574205	0.165775395	0.1679702	0.16673194	0.16708411	0.16669631
o	0.163718636667	0.163779168333	0.166300636667	0.174235856667	0.165769026667	0.166196653333
n	0.153045438889	0.153154956111	0.158739508889	0.186503625556	0.162892565556	0.185663881111
ì	0.146934346296	0.14701686537	0.153379516296	0.181721118519	0.160585625185	0.210362507037
k	0.123309692099	0.12516188179	0.186103075432	0.157459059506	0.179067098395	0.228899179012
u	0.104526686033	0.107011300597	0.187584660477	0.180897443169	0.182289086132	0.237690839671
s	0.0773105627777	0.0848064618657	0.124064876492	0.22778156439	0.151306832044	0.334729726557
a	0.0316707980259	0.0407545566219	0.0665826284973	0.21486993813	0.133469120681	0.512652972186
m	0.0148344418753	0.018289569474	0.0414222281658	0.145669841377	0.20051265356	0.579271250729
ò	0.00639300969177	0.00810674539133	0.0287241934553	0.0695923337923	0.323536137853	0.563647563576
t	0.00292855690392	0.00392821186378	0.0121400374518	0.0344213435974	0.368151085951	0.578430767859
t	0.00116544484464	0.00187149209126	0.0057911271506	0.0210046715325	0.282200201984	0.68796708262
e	0.000442699509213	0.000705504420753	0.00214134612353	0.00952651831417	0.269436217328	0.717747740873
è	0.000154254118404	0.000251108255251	0.000859078167843	0.00331722662139	0.511596939109	0.483821390291
r	0.000101967847135	0.000314779046417	0.00122329634261	0.00426100492046	0.660042889703	0.334056040097
k	8.06535189117e-05	0.000330880995806	0.00122525644087	0.00493490510682	0.717181269901	0.276247016699
a	2.83946261706e-05	0.000123690176602	0.000458798153623	0.00220610079227	0.773039309967	0.224143722233
t	1.76459157235e-05	6.5342546534e-05	0.000257500424541	0.00181689622076	0.786749236656	0.211093417411
o	2.14292605745e-05	9.57576888447e-05	0.000255953534847	0.00539101607359	0.809548845552	0.184687035804
</S>	2.33023527872e-05	0.000135841969422	0.000280986017423	0.0084262245368	0.788525122776	0.202608567902
