 	è	possibile	che	è	entrato	da	qui	</S>
i	0.12407013	0.12411412	0.124070975	0.1241111075	0.124186142	0.128435415	0.12534682	0.1256653
s	0.122802735	0.122865311667	0.122814341667	0.122889599167	0.123097272	0.133607821667	0.125032498667	0.12689043
o	0.121414658333	0.121477663556	0.121436413889	0.121568783056	0.121917087333	0.140022903889	0.124675988222	0.127486506667
g	0.115144949444	0.116451625852	0.11500942463	0.115214517685	0.116434952444	0.17040503463	0.120292942741	0.131046568889
g	0.113273986481	0.114982118617	0.113090654877	0.113447912562	0.114798225481	0.176990601543	0.117789864247	0.135626636296
è	0.115891018827	0.116522452872	0.115864174959	0.116604267521	0.11727544316	0.154703633848	0.119236154749	0.143902815432
s	0.104397739609	0.105192847624	0.104821414986	0.10546377584	0.106958154387	0.152770507949	0.11543507025	0.204960441811
t	0.10110103987	0.101909927541	0.101695391662	0.101923209947	0.103481618129	0.140785943983	0.128877752083	0.22022508727
e	0.10717278329	0.10782871418	0.107497159221	0.108243749982	0.108459889376	0.125666992661	0.141960914028	0.19316977909
k	0.09592530443	0.0972309363933	0.0962020917403	0.0973228766607	0.098312689792	0.161230717554	0.137724958009	0.216050416363
a	0.0789429214767	0.0805260521311	0.0792735819134	0.0821286502202	0.082523258264	0.187334665851	0.142817259336	0.266453622121
m	0.0605200138256	0.062407593377	0.0608073709711	0.0646517934067	0.0687544744213	0.24773838195	0.176742776445	0.258377630707
b	0.0432170839419	0.0453249287923	0.0498152159904	0.0650163944689	0.0583416538071	0.255326903983	0.217494348815	0.265463516902
ì	0.0387397119806	0.0415699282641	0.0477672919968	0.068668114823	0.054462664269	0.150039471328	0.190584816272	0.408168038967
k	0.0296372603269	0.0329845134214	0.0333669496656	0.0429160742743	0.0408812385897	0.114900030443	0.202081052091	0.503232912989
e	0.0148369225423	0.0178495953071	0.0166538442219	0.0208943070914	0.0239151500299	0.093035494481	0.24725903403	0.56555570433
a	0.00687874905077	0.00902992891903	0.00765365783063	0.0101735254838	0.0137509712766	0.0469949814937	0.45813894801	0.447379301443
p	0.00257828260026	0.00350398795634	0.00270648171354	0.00381127416793	0.00673917085887	0.0249865248312	0.71353968267	0.242134627148
ò	0.00107522839842	0.00152420839545	0.00102636166451	0.00163911412264	0.00481224611962	0.0231273516104	0.813530237557	0.153265299049
t	0.000388799017807	0.000562067878483	0.000402770391503	0.000769687987547	0.00344355470654	0.0209256435368	0.896359175852	0.0771483620163
t	0.000157953646602	0.000238479978161	0.000231170103834	0.000513658189182	0.00549384290218	0.166014012846	0.718963128617	0.108387749672
u	6.06614062007e-05	9.9137844887e-05	0.000127622858811	0.000280150411394	0.00779678543406	0.281709727615	0.525847059539	0.184078836557
</S>	3.27812781004e-05	5.11036776935e-05	6.57708407055e-05	0.000165487588197	0.00777160241703	0.249905628808	0.531698629769	0.210309003278
