 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.070891917	0.070050135	0.06952953	0.069530692	0.06951824	0.06950815	0.06951354	0.069527025	0.069972885	0.07141142	0.069794595	0.086675952	0.070244355	0.073831563
n	0.068988557	0.068143565	0.0676204566667	0.067621722	0.0676329866667	0.06760205	0.06761583	0.0676280816667	0.0700857716667	0.0769403933333	0.0685301683333	0.086010712	0.0696240066667	0.085955673
ì	0.0684116443333	0.0681267883333	0.0679499668889	0.0679500253333	0.0679994088889	0.067948958	0.06797025	0.0679828272222	0.0710406438889	0.0794687311111	0.0690207477778	0.075712792	0.0700760572222	0.090341143
c	0.0700469167778	0.0699296861111	0.069856494963	0.0698563731111	0.0699104246296	0.0698598673333	0.069878002	0.0698870757407	0.071157415963	0.0747703453704	0.0704403575926	0.0736243573333	0.0708330624074	0.0799496396667
h	0.0708898272593	0.0708284537037	0.0707897346543	0.070790001037	0.0708238432099	0.0707924141111	0.0708012426667	0.0707995485802	0.0712484166543	0.0725333434568	0.0710895391975	0.0728421591111	0.0712155924691	0.0745558898889
e	0.0710196240864	0.0709982829012	0.0709893365514	0.0709856270123	0.0709976827366	0.0709868463704	0.0710091942222	0.0710810715267	0.0711593075514	0.0716613811523	0.0711157663992	0.0730563263704	0.071351515823	0.073588044963
t	0.0697755313621	0.0697593559671	0.0697513035171	0.0697478323374	0.0698500939122	0.0697597454568	0.0698042114074	0.0698736308422	0.0703063498505	0.0726975937174	0.0716653187997	0.0745837387901	0.0720980952743	0.080327238321
o	0.068914918454	0.0688950836557	0.0688856791724	0.0688808974458	0.0690143976374	0.0688965418189	0.0689562938025	0.0690519119474	0.0699262052835	0.0740468412391	0.0715087729332	0.07561738093	0.0721622784248	0.085242831107
r	0.0689834821513	0.0689643945519	0.0689489163908	0.0689465141486	0.0692479608791	0.068981625273	0.0690722946008	0.0691270673158	0.0700273684278	0.0736663137464	0.0714995343111	0.0758740516433	0.0718367881416	0.0848237137023
ì	0.0684986170504	0.068493968184	0.0684688187969	0.0684755397162	0.0691173436264	0.068550173091	0.0686820682003	0.0685710524386	0.0700685061426	0.0744670299155	0.071756083437	0.0738967505478	0.0713638413805	0.0895902179008
s	0.0585249006835	0.0585278493947	0.0584924462656	0.0585052979054	0.0594475618755	0.0586157110303	0.0587929194001	0.0585723241462	0.0604562677142	0.0815214119718	0.0885452098123	0.0904765501826	0.0870484071268	0.122473145967
o	0.0546158255612	0.0546112964649	0.0545903287552	0.0545899839685	0.0553699499585	0.0546827136768	0.0548861151334	0.0549142380487	0.0570688169047	0.0852723973239	0.0931466699374	0.0994328020609	0.0921452823756	0.134673610656
n	0.0637661271871	0.063163992155	0.0627556529184	0.0627610446562	0.0639440686528	0.0628868312256	0.0631790823778	0.0631411740162	0.0654651509682	0.0789450824413	0.0787475799791	0.084168812687	0.0773819507919	0.109693480219
t	0.0684332170624	0.0676342740517	0.0670838409728	0.0671034248854	0.0684158595509	0.0672384287419	0.0674949594593	0.0671995293387	0.0686839936561	0.0738773408138	0.075235189993	0.0760754908957	0.0731628719306	0.092361586073
a	0.0671828856875	0.0669073233506	0.0667648609909	0.0667312269618	0.067206766517	0.0667843835806	0.0670854731531	0.0677551597796	0.0687474878854	0.0748027302713	0.0702845099977	0.0841885869652	0.0709905589769	0.0945680533577
t	0.0595131938958	0.0592676324502	0.0591457343303	0.0591048726539	0.0599059231723	0.0591983788602	0.0596247217177	0.0604379265932	0.0651486169618	0.0838040967571	0.0696983833326	0.0913630523217	0.0723323529923	0.141455144453
a	0.0523760292986	0.0520797854834	0.0519358004434	0.0518853108846	0.0528219087241	0.0519958116201	0.0525257019059	0.0535284245311	0.0678809966539	0.0984973655857	0.0681152877775	0.0995232721072	0.0749923743308	0.171841954818
s	0.0443799424329	0.0438073014945	0.0434916928145	0.0434374666282	0.0444673745747	0.0435563322067	0.044185686302	0.045270516177	0.073151462218	0.104897946529	0.0691627059258	0.132435725369	0.0853917194436	0.182364141606
ì	0.035052480811	0.0346342074982	0.0341164196048	0.0341909652094	0.0400711645249	0.0350311630689	0.036715800434	0.035602446059	0.0825807587393	0.098124928843	0.0916928519753	0.14198966179	0.0966813628145	0.203515810535
n	0.037609408937	0.0373727904994	0.0365543455349	0.0367964824031	0.0499539875083	0.038670756023	0.0417302311447	0.037827590353	0.0826527675798	0.0858345116143	0.104242813992	0.10608315593	0.0874799026048	0.217191253512
n	0.0446427963123	0.0443382621665	0.0435193831783	0.0437549171344	0.0561015015028	0.0454448996743	0.0480183830482	0.0441654621177	0.0766656091933	0.0907829672048	0.090520446664	0.0775088806433	0.0761558295349	0.218380624504
e	0.0422326154374	0.0421477090555	0.0421279250594	0.0419596597115	0.0481746448343	0.0428032232248	0.0455062980161	0.0486671560392	0.0720914243978	0.0966525274016	0.071801329888	0.108893656881	0.0742247185116	0.222717081501
f	0.0469772004791	0.0442814486852	0.0426891540198	0.0424110185705	0.0470067969448	0.0429524797416	0.0457296693387	0.0509229426797	0.0641585914659	0.0890373174672	0.0649625306293	0.12806850896	0.0708531808372	0.2199491305
a	0.0458684988264	0.0422088688951	0.0398226453399	0.0396918338568	0.0436727819816	0.0401056559139	0.0419763354462	0.0446741758932	0.0622404001553	0.0830028324891	0.0612966285431	0.126076719653	0.0712927529457	0.2580698335
t	0.0272876242755	0.025727359965	0.02474069078	0.0246379291189	0.0275510503272	0.0250018368046	0.0265592788154	0.0286698372977	0.0498822133851	0.0680146808297	0.068963884181	0.225913309884	0.100634708982	0.276415557833
e	0.0173510290918	0.0164051554883	0.01595100326	0.0157464480396	0.0186831914424	0.0161651624349	0.0185715439385	0.0222578280992	0.041920726795	0.0546517012766	0.077924312727	0.316303053295	0.118394412994	0.249674425944
s	0.0140527436973	0.0129072435294	0.0122887769867	0.0120404317132	0.0146948934808	0.0124296763783	0.0151881534795	0.0195994157997	0.0366981265983	0.0436359710922	0.069427460909	0.399578874432	0.118944997665	0.218513235315
m	0.0216537588991	0.0206327277098	0.0200400308956	0.0198218651044	0.0216784801603	0.0200990670261	0.0222548849932	0.0263221810332	0.0438064531994	0.0588116433641	0.0634007309697	0.382532048144	0.112631282555	0.166314825105
à	0.0229425914664	0.0233602871366	0.0230713261652	0.0229822847015	0.0264407813868	0.0247951926754	0.0342547489977	0.0355503610111	0.0539093893998	0.0668279001214	0.0760010909899	0.228552119381	0.133155837518	0.228156075035
n	0.0214363789888	0.0216483916122	0.0201027115884	0.0204744052338	0.0332351291289	0.0244036132251	0.0375288293326	0.0312275786704	0.0507750914666	0.0505669990405	0.0870590736633	0.127130457794	0.132073800173	0.342337531678
t	0.0307799206629	0.0302863872041	0.0284371025295	0.0289128527446	0.0465990913763	0.032485945075	0.0398433021109	0.0324946322235	0.0577707758222	0.0618825696802	0.0815340345544	0.077067810598	0.0853427610577	0.366562797226
