 	il	dito	si	gonfiò	</S>
o	0.189468645	0.2112227	0.198134355	0.202821975	0.198352325
d	0.187507191667	0.204564636667	0.193679911667	0.200695378333	0.213552891667
à	0.192455067222	0.193707358889	0.192989617222	0.197132436111	0.223715527222
t	0.160648585741	0.15798647963	0.160046342407	0.165160492037	0.356158105741
t	0.14816928858	0.143955026543	0.146545944136	0.154269257346	0.407060495247
i	0.14632336086	0.189296865514	0.200874471379	0.182175372449	0.281329931749
l	0.120563458287	0.176449778505	0.198248177126	0.177811087483	0.326927493916
o	0.0952609337623	0.136881609502	0.150581409042	0.179936145828	0.437339884639
è	0.0805268555874	0.104992304501	0.138617676347	0.198290221943	0.47757290488
p	0.0925801918625	0.0676467955003	0.117976438782	0.193628190648	0.528168348293
r	0.0885483539542	0.0554128235001	0.0829921029273	0.163430963549	0.609615712764
i	0.0671845296514	0.0412018518334	0.0494316889758	0.293546984516	0.548634920921
m	0.0380658822171	0.0207082384111	0.0248708343253	0.441457644839	0.474897406974
m	0.0186185890724	0.00980961227037	0.0147641663751	0.47213534828	0.484672282325
è	0.0114225332241	0.0108464704235	0.0065736330917	0.46023573276	0.510921640775
n	0.00827338794137	0.0179740614745	0.0069572390639	0.465979077587	0.500816253592
o	0.00866272931379	0.0252289744915	0.0112665390213	0.509998639196	0.444843141197
</S>	0.0082640331569	0.0289663957458	0.0130283755106	0.503033289598	0.446707945599
