 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.09863718	0.098629688	0.0986256425	0.098626865	0.09877498	0.09980373	0.099117352	0.1070504025	0.099265302	0.101468845
d	0.09798345	0.0979741613333	0.0979695425	0.097971315	0.09819613	0.09935791	0.0987270806667	0.111536372167	0.0987891106667	0.101494948333
r	0.0986708546667	0.0986659617778	0.0986638488333	0.098664963	0.0988173933333	0.099338395	0.0991834602222	0.108343530056	0.0991192102222	0.100532406111
e	0.0985455395556	0.0985408985926	0.0985382462778	0.098540664	0.0986065924444	0.09941161	0.0989418500741	0.105982574685	0.0993245014074	0.103567498704
f	0.0978283381852	0.0978223828642	0.0978191074259	0.0978224796667	0.0979329621481	0.0989551033333	0.0984732466914	0.109108411562	0.0992236451358	0.105014282901
f	0.0984844577284	0.0984807676214	0.0984790324753	0.0984807498889	0.0985982440494	0.0991247161111	0.0990225955638	0.107297078521	0.0995065867119	0.102525747634
ò	0.0936616859095	0.0936591592071	0.0936571574918	0.0936573846296	0.0949883113498	0.0948734037037	0.0943405065213	0.103284379174	0.0961118972373	0.141766099211
m	0.0917954019698	0.091789623069	0.0917864491639	0.0917859028765	0.0937050184499	0.0931507645679	0.0926837401738	0.101867414725	0.0951245324124	0.156311159737
m	0.0968414773233	0.0968356043563	0.0968332097213	0.0968328776255	0.0976685708166	0.0973239101893	0.0973392420579	0.100902666908	0.0984736694708	0.120948798579
u	0.0939296724411	0.0939017114521	0.0938842379071	0.0938907092085	0.0943548036055	0.0995463553964	0.0960443893526	0.127224314303	0.0970677664903	0.110156041526
e	0.084252854147	0.0841680071507	0.0841256973024	0.0841393380695	0.0855582245352	0.0952225851321	0.0893464864509	0.193574161434	0.0906109018301	0.109001750509
m	0.081918408049	0.0818302943836	0.0817928457675	0.0818064110232	0.0835730415117	0.090646343044	0.0876348054836	0.219315527145	0.0880857269434	0.10339659017
o	0.081061532683	0.0809943934612	0.0809606235892	0.0809776453411	0.0821536021706	0.091357322348	0.0876477838279	0.204405452382	0.0890319823145	0.12140963339
m	0.0769230692277	0.0768614078204	0.0768280275297	0.0768482201137	0.0782924937235	0.0887976307827	0.084953073276	0.217034114127	0.0899602194382	0.133501749797
a	0.0702545894092	0.0701576346068	0.0701007405099	0.0701327150379	0.0717464825745	0.0895371435942	0.081008961092	0.231769044709	0.0886484898127	0.156644215266
i	0.0540823011364	0.0537381652023	0.0535859035033	0.053618049346	0.0586148441915	0.0804237465314	0.0674920660307	0.312594808236	0.0747366446042	0.191113515089
g	0.0491411970455	0.0487861334008	0.0486722511678	0.0485714624487	0.0819862413972	0.0657753585105	0.0592985976769	0.308548966079	0.0645591978681	0.224660658363
r	0.0666755923485	0.0665864811336	0.0665875803893	0.0664299074829	0.113151767132	0.0730887205035	0.0713822158923	0.181385272026	0.0744374476227	0.220275066121
a	0.0635399774495	0.0634639447112	0.0634180774631	0.0633821574943	0.087957138044	0.0794517121678	0.0713532799641	0.168856617342	0.0868501358742	0.251726988707
m	0.0463479841498	0.0460800045704	0.045949029821	0.0459814874981	0.0592168616813	0.0735970547226	0.065607819988	0.257752095781	0.0878669969581	0.271600676236
m	0.0601319930499	0.0598602421901	0.0597520132737	0.0597840624994	0.0683137105604	0.0793922869075	0.0778914653293	0.25470516526	0.0891809206527	0.190988152079
è	0.0535638706833	0.0533986570634	0.0532816427579	0.0532910394998	0.0649099045201	0.0735128489692	0.0876382784431	0.17098321842	0.137518023551	0.251902524026
n	0.0415289765611	0.0414136966878	0.0413046009193	0.0412854211666	0.0651747541734	0.0604007696564	0.0810006328144	0.126070057807	0.15243275285	0.349388351342
a	0.0392719655204	0.0387347358959	0.0383752506398	0.0384761307222	0.0631667470578	0.0635289132188	0.0702889626048	0.101927660936	0.144423002617	0.401806640447
a	0.0194295364401	0.0184410268986	0.0178619167133	0.0180161033074	0.0333492216859	0.0516703710729	0.0536109405349	0.116268393645	0.167314397539	0.504038073482
n	0.01210238208	0.0108758802329	0.0102705324044	0.0101692398358	0.023276254562	0.0347670853576	0.0408619261783	0.223487541215	0.143243455846	0.490945661161
g	0.0120445050267	0.013925381411	0.0140860738015	0.0132594516119	0.030596118854	0.0286041634525	0.0460254747261	0.367335840405	0.120916671949	0.353206270387
r	0.0102208934422	0.0143586174703	0.0153019109338	0.014151406204	0.031139637618	0.0206664629842	0.0449642545754	0.311658316802	0.116154218983	0.421384266796
à	0.00639194491407	0.0087927916901	0.00894816221127	0.00851243973467	0.022025623206	0.0122627965614	0.0415741108585	0.173144398934	0.186913334661	0.531434392265
m	0.00264101947136	0.0038944950367	0.00354877777042	0.00357793063156	0.0116265041687	0.0064474133538	0.0300839837528	0.132634726311	0.36259907822	0.442946050755
m	0.00099917220712	0.00149499323223	0.00138913776681	0.00139165165385	0.00422461328957	0.00288230100793	0.0134981152176	0.0878718771037	0.514134626073	0.372113516918
a	0.000366990684373	0.00056510717941	0.000519640379603	0.000532957361283	0.00171260444652	0.00120258765931	0.0067738029392	0.0423357633679	0.542742375358	0.403248205639
</S>	0.000191341940186	0.000313161822705	0.000271985310802	0.000301982310642	0.00113291704826	0.000738406129655	0.0043398960196	0.031089020684	0.517216787679	0.444404552819
