 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.128314605	0.1323300625	0.254556605	0.136190125	0.14395323	0.204655335
c	0.143941795	0.146045634167	0.232477695	0.149805301667	0.152031446667	0.175698111667
h	0.134830056667	0.137905294722	0.284677098333	0.141179877222	0.146776708889	0.154630967222
a	0.134364427222	0.137210721574	0.268027546111	0.143831889074	0.14720725963	0.169358149074
n	0.139252349074	0.140393920525	0.197857372037	0.151775773025	0.14642205321	0.224298533025
a	0.120359466358	0.122163553508	0.180730524012	0.196948234342	0.12742679107	0.252371437675
v	0.079958710786	0.0882948771693	0.215548151337	0.259441554781	0.107818405023	0.248938279225
o	0.047898555262	0.0604120550564	0.235389527112	0.277737884927	0.0870817130077	0.291480206408
r	0.0324473104207	0.0568711816855	0.213062672371	0.297660518309	0.0913111343359	0.308647115469
à	0.0266309058069	0.0533334598952	0.260778964124	0.245266599436	0.0888987274453	0.32509129849
s	0.0389215329356	0.0655476359651	0.260460904708	0.192490133145	0.0833348951484	0.35924487283
o	0.0389666316452	0.073935063655	0.204765601569	0.175261094382	0.125930228383	0.381141374277
t	0.0239930812151	0.054971912885	0.197182173856	0.192536361461	0.119788768794	0.411527738092
s	0.0156419472384	0.0422095456283	0.298877471285	0.19803381382	0.0785331622647	0.366704112697
o	0.00883680824613	0.0283120938761	0.281842621762	0.11336742894	0.127371877422	0.440269214232
m	0.00484746348204	0.019074626292	0.116141813921	0.10474672398	0.271646822474	0.483542564744
ì	0.00261971079401	0.011934631864	0.0600882066403	0.107858451327	0.344654200825	0.472844801581
k	0.00231493313134	0.008657910388	0.0766471455468	0.139139803776	0.268024983608	0.505215237194
u	0.00191345234378	0.00648306573933	0.0766328878489	0.142936423925	0.312133597869	0.459900582398
à	0.00110789076793	0.00255805002311	0.0297929969496	0.0644557353083	0.465708032623	0.436377304133
i	0.00049447849931	0.00123915305104	0.0139807088832	0.0272484244694	0.633419357541	0.323617898044
m	0.00079926958977	0.00496822189368	0.0241989501944	0.0341621195231	0.624327765847	0.311543689348
è	0.000988445829923	0.00638576635456	0.0285539003981	0.0655517931744	0.460973228616	0.437546846449
r	0.000502992673308	0.00242873212152	0.0112349903127	0.0571147027248	0.454097569539	0.47462098215
i	0.000282039404436	0.000937033237173	0.00411555803423	0.0320585912416	0.542090809846	0.42051595405
</S>	0.000224808577218	0.000539066993587	0.00221173764212	0.0270343086208	0.604185204923	0.365804867025
