 	voglio	che	Maria	viene	domani	</S>
t	0.166200865	0.166286245	0.166188415	0.166344635	0.16803556	0.166944265
è	0.163355808333	0.162998621667	0.162943048333	0.163130855	0.181175563333	0.166396108333
l	0.161159662778	0.161424963889	0.160694582778	0.161929651667	0.184874784444	0.169916346111
o	0.144412567593	0.143386479296	0.142581897593	0.144213120556	0.196722381481	0.228683542037
e	0.103021771198	0.102329904432	0.115137575864	0.101628927852	0.227708713827	0.350173107346
M	0.0609177807327	0.0655767948107	0.131278911955	0.0631163189507	0.283874371276	0.395235819115
a	0.0411171785776	0.0405547142702	0.119232087318	0.0460462506502	0.299737137092	0.453312623038
r	0.0361992871925	0.0458858307567	0.0619544074393	0.0635392258834	0.246755409031	0.545665831013
ì	0.0404139500642	0.0548670945856	0.0357031284798	0.0642603076278	0.315445509677	0.489310007004
a	0.0331181025881	0.0337813798952	0.0221643503266	0.0315714867759	0.531061089892	0.348303589001
n	0.0238950134294	0.0361592286651	0.0708930866089	0.0348133891586	0.573999436631	0.260239859667
a	0.0195757180498	0.035813660835	0.0862278041363	0.0354009594862	0.520705015544	0.302276846556
r	0.00800541992327	0.0169751568917	0.0377770989788	0.0172624205954	0.440025055181	0.479954825519
t	0.00744895564109	0.0131830906306	0.0216149367929	0.0204025861985	0.32317218506	0.61417824184
i	0.00595539993036	0.00710219072687	0.0096590255643	0.0199195283995	0.32660351502	0.630760360613
à	0.00224479950345	0.00271888905896	0.00600908422143	0.0106899799665	0.454659491673	0.523677743538
v	0.00150566714448	0.00287238641965	0.00601426160714	0.00779864648883	0.575105930558	0.406703097846
v	0.00111796422149	0.00267613157322	0.00467232606905	0.00645727896294	0.516395070186	0.468681222615
r	0.000456947279163	0.000947288714407	0.00187431499635	0.00319963892098	0.378943190062	0.614578590872
i	0.000208462795054	0.000419053071469	0.00480472310545	0.00597905944033	0.292282726687	0.696305946957
</S>	0.000161375152527	0.000318013500734	0.00857603305272	0.00910420222016	0.279995648343	0.701844698479
