 	mi	si	gonfiò	il	dito	</S>
m	0.16533414	0.165428315	0.1658512	0.169247595	0.168113015	0.16602575
u	0.159721436667	0.158231131667	0.16079096	0.168745978333	0.163337455	0.189173033333
p	0.154787392222	0.152816233889	0.156648573333	0.172983879444	0.167173038333	0.195590864444
r	0.156954720741	0.15648817463	0.158645214444	0.174440373148	0.178988246111	0.174483234815
ì	0.144643924914	0.148911164877	0.151008568148	0.174682837716	0.182443638704	0.198309831605
s	0.106782940638	0.111572890292	0.114278258383	0.214730262572	0.237771992901	0.214863660535
t	0.102642891213	0.103273405431	0.104947071794	0.222033130857	0.260427457634	0.206676046845
i	0.092171937071	0.108390148477	0.114741453931	0.186839983619	0.233598429211	0.264258045615
t	0.0446848160237	0.066181413159	0.0756231516437	0.239335747873	0.31820968307	0.255965211872
o	0.0198032770079	0.0262085394863	0.0352863502146	0.207145772624	0.339626734357	0.371929347291
d	0.00862709433597	0.0105361260954	0.0191717457382	0.159960320875	0.394047204786	0.40765749743
à	0.00406764411199	0.0046924631318	0.0106650019127	0.146031003625	0.476751544929	0.357792314143
t	0.00248942787066	0.0021634560106	0.00841216363757	0.0971843945417	0.517831081643	0.371919458048
t	0.00126911543355	0.0012348225702	0.00613432964586	0.0864861138472	0.525004307214	0.379871296016
i	0.00216426578785	0.0005345946834	0.00446383964862	0.0485148857824	0.571647495738	0.372674888672
l	0.00243329335262	0.000268692481133	0.00367563846621	0.0344158454275	0.661513991913	0.297692489557
o	0.00479724954087	0.000492518987044	0.00783100973874	0.0511937281425	0.690873377304	0.244812073186
</S>	0.00825345377043	0.000775458293522	0.0135407933694	0.0647832115712	0.739851338652	0.172795711593
