 	forse	non	li	ha	a	casa	</S>
f	0.14216201	0.142176165	0.142224465	0.142447295	0.143446255	0.143105475	0.144438335
ò	0.142231646667	0.142182101667	0.142262428333	0.142460165	0.143314115	0.142987488333	0.144562045
r	0.133776475556	0.133708390556	0.133795569444	0.134982001667	0.134973788333	0.152914629444	0.175849141667
s	0.130869555185	0.130846410185	0.130905763148	0.132437477222	0.132098359444	0.156210106481	0.186632320556
i	0.131461995062	0.130841750062	0.131208447716	0.135066982407	0.132637249815	0.141259287494	0.197524283519
e	0.112558651687	0.112427662021	0.114648355905	0.128541107469	0.163264979938	0.138439327831	0.23011991784
t	0.0878309805623	0.0890011826737	0.0954327753017	0.123702205823	0.227791913313	0.164109875944	0.21213106928
u	0.0760805968541	0.0673023508912	0.0818660734339	0.116458211941	0.244264891104	0.164650258648	0.249377613093
s	0.0519229638847	0.0393844867637	0.0561799271446	0.0915328619803	0.178256207035	0.240437762883	0.342285771031
è	0.0466917145616	0.0223170823879	0.0673117767149	0.0993924286601	0.143702975678	0.271105664294	0.349478330344
c	0.0474340766872	0.0191474644626	0.0714278842383	0.11163546622	0.165617611893	0.239288934765	0.345448533448
h	0.0287248353957	0.0179084251542	0.0373725890794	0.0774006054067	0.123500099964	0.235042614922	0.480050821149
i	0.0199733641319	0.0143465814514	0.0235839756931	0.0442551251356	0.0636473993213	0.224170084974	0.610023490383
è	0.00895431961063	0.0062017010838	0.0133650967977	0.0317513627119	0.0479428631071	0.408604751658	0.483179926794
s	0.00390873560354	0.00274072526127	0.00975998049923	0.0340667845706	0.0461138810357	0.600023417219	0.303386492265
s	0.00164331754451	0.00153529922042	0.00681130586641	0.0275788241902	0.0530811670119	0.63863155574	0.270718547422
u	0.000616551002837	0.000855648253473	0.00286984547347	0.0134021469301	0.0496413926706	0.67158776858	0.261026655807
</S>	0.000313059968418	0.000585081246737	0.00147944996373	0.00757429676505	0.0385838668353	0.69937508429	0.252089167903
