 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.110449273	0.1104692525	0.11045254	0.110527105	0.110529155	0.11056788	0.11111234	0.1109307575	0.11496168
ò	0.109660127667	0.109676744167	0.109686441667	0.110041513667	0.109789218333	0.109852071667	0.111247136667	0.1103732295	0.119673481667
t	0.106548662556	0.106557303056	0.106673295556	0.107035666556	0.108455372778	0.110312208889	0.111424772222	0.115922221833	0.127070463889
t	0.106289220852	0.106296701019	0.106424058519	0.106508754185	0.108742312593	0.11117569963	0.111340664074	0.118333180611	0.12488938463
i	0.108959561951	0.108960892006	0.10903825284	0.109485043395	0.109820770864	0.110644789877	0.112068501358	0.113236958204	0.11778522821
è	0.106067648984	0.106126614002	0.106131288947	0.106882327798	0.106615116955	0.107583329959	0.109606733786	0.109120590735	0.14186637607
t	0.100879686328	0.101022158001	0.100945312649	0.101368549266	0.102325293985	0.105205726653	0.105236271262	0.109160931912	0.173856102023
t	0.102658755443	0.102770212667	0.102724405883	0.102856667755	0.104262707995	0.107165837551	0.106343133754	0.111702802304	0.159515518674
a	0.104910385148	0.104944037556	0.105059351961	0.106642125252	0.105861345998	0.106968814517	0.111490771251	0.109868187435	0.144255027558
s	0.094768681716	0.0948375325187	0.0951104593203	0.0971245664173	0.0991085019993	0.103404308172	0.10903785375	0.115837339145	0.190770779186
e	0.0874190319053	0.0875107308396	0.0879014651068	0.0910298954724	0.0938368426664	0.099370562724	0.10801106125	0.117463248382	0.227457153062
o	0.0824506019684	0.0890033869465	0.0815982470356	0.0874919918241	0.0859109978888	0.0891668775747	0.14001403375	0.104180804794	0.240183037687
G	0.0801369339895	0.0895643806488	0.0785052376785	0.0828883372747	0.0817787522963	0.0851319175249	0.14278872925	0.096920661598	0.262285049229
i	0.0830576563298	0.0873760818829	0.0824220058928	0.0862808557582	0.0852082587654	0.0879505808416	0.11869751775	0.097399141866	0.27160792641
o	0.0660738771099	0.076123212961	0.0633409969643	0.0690601732527	0.0678391275885	0.0737565569472	0.19091363925	0.106864361955	0.286028068803
v	0.0558116877033	0.069678859987	0.0518878406548	0.0560355057509	0.0570521255295	0.0655552173157	0.23662854975	0.108382043985	0.298968172934
à	0.0543680445678	0.0614549776623	0.0526773315516	0.0551103542503	0.0645212701765	0.0968558041052	0.158411071917	0.130171957995	0.326429180978
n	0.0406865838559	0.0436912958874	0.0402340651839	0.0422469180834	0.0572749200588	0.118805681368	0.0883575779723	0.169310485998	0.399392423659
n	0.0388264746186	0.0403673336291	0.0387930363946	0.0402698390278	0.0580848866863	0.108442813789	0.0675031246574	0.165635971999	0.442076484553
i	0.0394437715395	0.0398340152097	0.0418017761315	0.0618736016759	0.0593469428954	0.0847581945963	0.0913693815525	0.134174104	0.447398201518
e	0.0318419728465	0.0347267320699	0.0351131990438	0.069738273892	0.0449392156318	0.0600937565321	0.141346670518	0.105920098	0.476280087173
A	0.0224734339488	0.0267028660233	0.0244188620146	0.0531644872973	0.0366354392106	0.0684645325107	0.170201360173	0.139811019333	0.458128009058
n	0.0132038058829	0.0151128180078	0.0163588356715	0.0342075444324	0.0431120440702	0.114208992837	0.137717644391	0.207367543111	0.418710749686
n	0.016786303861	0.0175884283359	0.0198151445572	0.0273760864775	0.0527109233567	0.129542924279	0.0841574304637	0.202755141037	0.449267599895
a	0.018604366287	0.0185533768786	0.0241709058524	0.0336050954925	0.0486401067856	0.10992674476	0.0687362048212	0.185104823679	0.492658366632
ì	0.0118140630957	0.0138575987262	0.0189284566175	0.0384461434975	0.0373813475952	0.09547797492	0.123153531607	0.21580113456	0.445139712211
s	0.00890510476523	0.0132739349087	0.0126105931058	0.0308535988325	0.0405060598651	0.119522194973	0.170342983869	0.25271257152	0.351272900737
t	0.00775376998841	0.0104555716362	0.0101511429353	0.0223258466108	0.045112011955	0.128396878324	0.15914525129	0.30190918384	0.314750310246
i	0.00596412242947	0.00662205761207	0.00783838017843	0.0184184292036	0.029959094985	0.0837431027747	0.109045110097	0.274713017947	0.463696680082
g	0.00491461067649	0.00577284360402	0.00481445375948	0.0132158087345	0.0160700596617	0.0531509395916	0.113423526366	0.228986672649	0.559651083361
g	0.00563119319216	0.00984712786801	0.00688177375316	0.0420369115782	0.0167477948872	0.0447160085305	0.180646028789	0.217834954216	0.475658217787
h	0.00422309206405	0.009378669956	0.00768386381772	0.0510923931927	0.0244561886291	0.0563077228435	0.223980939596	0.198924804739	0.423952352596
e	0.00214244180802	0.00471102941867	0.00406402003924	0.0232268288642	0.0195333951097	0.0473175456145	0.175372407865	0.280920488246	0.442711874199
c	0.00100428174601	0.00211746493956	0.00176582919308	0.0104300265881	0.0082060837699	0.0240052985382	0.118231340622	0.344302836082	0.489936858066
