 	avete	cucinato	le	verdure	</S>
e	0.14831853	0.15046056	0.18789455	0.16342269	0.34990367
m	0.138507098667	0.173138196667	0.286333973333	0.160005246667	0.242015528333
a	0.103926441556	0.184635002222	0.393071941111	0.139251955556	0.179114704444
r	0.077226683852	0.143941370741	0.342019097037	0.127184455185	0.309628418148
è	0.0687968379507	0.0940107319137	0.235512872346	0.116054055062	0.485625506049
s	0.0903609459836	0.117444268971	0.256225754115	0.124837698354	0.411131312016
s	0.0853521506612	0.115535390657	0.251421268038	0.126776449451	0.420914714005
a	0.0467558582204	0.0589459088857	0.162997739346	0.0856864654837	0.645614004668
t	0.0331243264068	0.0696808272952	0.182580893115	0.140750674161	0.573863281556
o	0.0241321515489	0.0701935204317	0.191197581038	0.266179838054	0.448296907185
t	0.0121156950963	0.0341646214772	0.143137158346	0.439827766018	0.370754739062
a	0.0078313313921	0.0202145235257	0.113161122115	0.644204012006	0.214588991687
l	0.00287312282403	0.00771281490857	0.079890513705	0.535054397335	0.374469139229
à	0.00124584723468	0.00347648575286	0.218085812902	0.346323975778	0.430867899743
c	0.00056506652156	0.00186010830095	0.285840334301	0.343558741926	0.368175786581
h	0.00031780973052	0.00149928463365	0.244678654767	0.341735983975	0.411768305527
a	0.000188980633507	0.00370912511122	0.275333511589	0.371067187992	0.349701231842
n	0.000173438881169	0.00421075235707	0.251053317196	0.483170212664	0.261392312614
a	0.000246429307056	0.00359102177236	0.249117252399	0.510021270888	0.237024039538
</S>	0.000313525893528	0.00482531338618	0.2569115462	0.454793960444	0.283155649769
