 	e	che	cucino	</S>
c	0.246002005	0.24589403	0.253674315	0.25442965
e	0.210897841667	0.209649763333	0.227200511667	0.35225187
p	0.167054983889	0.165383124444	0.257444690556	0.410117203333
u	0.152528147963	0.141449624815	0.319029433519	0.386992794444
m	0.134201309321	0.124664044938	0.43568566784	0.305448974815
a	0.110329599774	0.0973465683127	0.464395265947	0.327928558272
r	0.0769862565913	0.0571004701042	0.473609855316	0.392303402757
è	0.0435348955304	0.0415258463681	0.394854271772	0.520084994252
o	0.0242874986101	0.036554986456	0.394532430591	0.544625098084
</S>	0.015085934455	0.031919221228	0.566418045295	0.386576799042
