 	non	ho	cosa	a	fare	</S>
e	0.1342228	0.13513532	0.156968815	0.28449307	0.1447066525	0.14447333
n	0.13294363	0.13390704	0.156566395	0.289166396667	0.1438962225	0.143520303333
è	0.152819616667	0.153289683333	0.162513211667	0.215066485556	0.1573681775	0.158942794444
c	0.137111108889	0.137849634444	0.152176510556	0.233263861852	0.152372939167	0.187225921481
h	0.132315342963	0.133057848148	0.148415326852	0.236521117284	0.151323499722	0.198366840494
o	0.117776739654	0.119660201716	0.134467910951	0.173975204095	0.153510896574	0.300609036831
t	0.0633835215513	0.066602199572	0.10390451565	0.165323656365	0.218357808858	0.382428312277
i	0.0279604148504	0.032270002024	0.0836576052167	0.192331845455	0.231385418286	0.432394704092
k	0.0113548358501	0.0157279668413	0.0551599184056	0.146965968485	0.321784808095	0.449006484697
à	0.0043005771267	0.00700421928043	0.0285467968019	0.099283384495	0.420991249365	0.439873758232
m	0.0015592794439	0.00306437496681	0.0128130519673	0.071429757665	0.540608563122	0.370524929411
i	0.0005394313283	0.0010812959356	0.0047683246891	0.0276029515883	0.741792567707	0.22421540647
</S>	0.00027843074715	0.0005716810778	0.00251621484455	0.0171086825942	0.775225403854	0.204299603235
