 	li	vestono	i	genitori	</S>
t	0.199894335	0.19990698	0.20007611	0.1999554	0.200167145
u	0.197750545	0.1981429	0.199352033333	0.199065993333	0.205688531667
s	0.181269051667	0.18106675	0.198447537778	0.194318754444	0.244897923889
i	0.169801437222	0.169329483333	0.200323005926	0.187647238148	0.272898847963
n	0.152700499074	0.156028901111	0.225842578642	0.191311376049	0.274116642654
d	0.140071936358	0.14395070037	0.221078376214	0.188771318683	0.306127660885
ì	0.138528895453	0.138045883457	0.175222232071	0.165828976228	0.382374016962
n	0.129345691818	0.128844261152	0.15075785069	0.145713528743	0.445338665654
n	0.126510661939	0.128508148717	0.137741526897	0.134746639581	0.472493021885
o	0.0943216919797	0.0993486895723	0.115047258966	0.114300068194	0.576982310628
n	0.0452967523266	0.0509344981908	0.0826709596553	0.110837234398	0.710260590209
e	0.0174582478755	0.0207482382636	0.0457688248851	0.195157288133	0.72086743007
i	0.00630682982517	0.0081047039212	0.0178504456284	0.214826781378	0.752911243357
g	0.00265182790839	0.0040179235404	0.00935478677613	0.134891652459	0.849083814452
e	0.0011806135228	0.0025397955468	0.00541456005871	0.29125489082	0.699610138151
n	0.000473584024267	0.00128529058227	0.00582316091957	0.367562143607	0.624855812717
i	0.000230602471422	0.00120751146076	0.00638790043986	0.386453761202	0.605720250906
t	0.000782680890474	0.00356282312025	0.00589974494662	0.420738943734	0.569015830302
ò	0.00119155438016	0.00489825920675	0.0130955339822	0.337752677911	0.643061996767
r	0.000719609220053	0.00304953160225	0.0164673116607	0.420828299304	0.558935285589
i	0.000327444988018	0.00188601360075	0.0109875800202	0.555024466435	0.431774495196
</S>	0.000181389201009	0.00174907735037	0.0076847217101	0.615296033218	0.375088747598
