 	mi	si	gonfiò	il	dito	</S>
m	0.16533414	0.165428315	0.1658512	0.169247595	0.168113015	0.16602575
u	0.159721436667	0.158231131667	0.16079096	0.168745978333	0.163337455	0.189173033333
b	0.150899128889	0.148950917222	0.152961606667	0.177896559444	0.176495278333	0.192796494444
r	0.151341376296	0.151176362407	0.153645872222	0.181266289815	0.191868942778	0.170701111481
i	0.132146648765	0.137387914136	0.144464887407	0.181219469938	0.173177117593	0.23160392716
s	0.079373496255	0.0864617313787	0.096562472469	0.239078306646	0.282933109198	0.21559086572
t	0.0545954987517	0.0677989637929	0.0756597874897	0.272275325549	0.377926039733	0.151744358573
ì	0.0467913819172	0.0770180812643	0.0842570374966	0.202354718516	0.303024403244	0.286554366191
o	0.0256212359724	0.0549070947548	0.0622905321655	0.138737919505	0.267211281081	0.451231922064
d	0.0127102318575	0.0268341213516	0.0345584478885	0.192213136502	0.36268290036	0.371001129355
à	0.00608659018583	0.0111842204839	0.0165984101295	0.178292470501	0.408996173453	0.378842115118
t	0.00318801479528	0.0047419203613	0.00969795170983	0.127440075167	0.432461631151	0.422470401706
t	0.00183614773176	0.00234229540377	0.00668871416994	0.120210158389	0.470781083717	0.398141597235
i	0.00219698401059	0.000937140747923	0.00450402015665	0.0624146191297	0.550914301239	0.379032942412
l	0.0023365472702	0.000414327695974	0.00354579113555	0.0386990427099	0.668257300413	0.286747007471
o	0.00657646535673	0.000583652481991	0.00885357262852	0.05232610757	0.706647333471	0.225012889157
</S>	0.0117671191784	0.000865458840995	0.0155582508143	0.066340543785	0.734320816735	0.171147824579
