 	sta	e	dorme	nel	letto	</S>
s	0.16652834	0.16653279	0.166754165	0.166733705	0.166616725	0.166834265
t	0.166515016667	0.16652175	0.166872068333	0.166684765	0.166599325	0.166807065
e	0.160535712222	0.160786696667	0.172995229444	0.163024531667	0.169988728333	0.172669095
c	0.156922530741	0.157318435556	0.176512279815	0.163890960556	0.170385342778	0.174970458333
e	0.15189670358	0.152460411852	0.179385676605	0.162422260185	0.170349290926	0.183485656111
p	0.145963321193	0.146608007284	0.176773642202	0.173062026728	0.167526150309	0.190066842037
l	0.152253887064	0.152648649095	0.170929404067	0.182774338909	0.162617780103	0.178775930679
ò	0.130973135688	0.132014696365	0.175601791356	0.146375999636	0.137802652034	0.277231700226
n	0.106134720563	0.107269058788	0.155788730452	0.119097084545	0.116084906011	0.395625460075
n	0.112645898854	0.113085161596	0.134995993484	0.122496116182	0.123614862004	0.393161946692
i	0.100483629618	0.109328465865	0.162157554495	0.129620958727	0.128399784001	0.370009598897
s	0.0746690408727	0.086343811955	0.153714924832	0.129224831242	0.1181237	0.437923676299
t	0.0749142729576	0.0807980506517	0.173010741611	0.119300646747	0.108819205333	0.443157078766
o	0.0575596004859	0.0616213915506	0.153294680737	0.0833794685823	0.182601655111	0.461543226255
g	0.0283758439953	0.0316015778502	0.0715171204457	0.0657445445274	0.22762115837	0.575139775418
r	0.0217263363318	0.0250094586167	0.0628120448152	0.0711488725091	0.166138167457	0.653165125139
à	0.0125970072106	0.0142780842722	0.0426120036051	0.043474378303	0.232806997152	0.654231541713
t	0.0058774117702	0.0063307113574	0.0195223408684	0.0260966515677	0.319310165717	0.622862747238
t	0.00333126775673	0.00339248156247	0.0113110530561	0.0186995468226	0.258234611906	0.705031049079
i	0.00122416135091	0.00127962479682	0.00403765131003	0.00785254390753	0.376025633969	0.60958040636
</S>	0.000622592973455	0.00064875994741	0.00203926044201	0.00538811345377	0.539816091985	0.45148523818
