 	Marika	è	che	si	sposa	domani	</S>
M	0.13775133	0.13774061	0.138750475	0.142019695	0.139829805	0.143317255	0.160590835
a	0.128930013333	0.12886441	0.131016488333	0.131746126667	0.130827523333	0.168189068333	0.180426381667
r	0.106322381111	0.106756193333	0.113118527778	0.166749927222	0.118580574444	0.171175326111	0.217297090556
ì	0.10347945037	0.104086807778	0.111939314259	0.182791672407	0.119017639815	0.160666862037	0.218018273519
k	0.103187070123	0.103785209259	0.111660858086	0.186349524136	0.119590193272	0.148841400679	0.226585754506
a	0.0756855433743	0.0758533364197	0.094537309362	0.164608504712	0.092963822424	0.193214430226	0.303137068169
è	0.0506835744581	0.0500720681399	0.0729660407873	0.0904498215707	0.0722560321413	0.240797013409	0.42277545939
n	0.038720522486	0.0381929387133	0.0519186945958	0.0794074271902	0.0883158627138	0.23835531447	0.465089246463
a	0.024357123362	0.0239969128611	0.0307035469319	0.0611980125967	0.0686650515713	0.359555964823	0.431523368821
r	0.00942354542067	0.0111137672437	0.0181321303773	0.0374068850656	0.0362788511904	0.357933948274	0.529710836274
m	0.00488247284022	0.00712412178123	0.0158636514591	0.0316985263552	0.0259810350635	0.435891442758	0.478558722091
a	0.00283654824674	0.00309216441041	0.00818926807303	0.0144105888517	0.0132751805212	0.522237264253	0.435958960697
s	0.00143861509225	0.00170761332014	0.00456298441101	0.0105078180172	0.0149492020071	0.381260504751	0.585573263566
t	0.000758283327417	0.00136851162005	0.00379945637034	0.0103361973391	0.0155684140024	0.37296776825	0.595201387855
ì	0.000620262795806	0.000745590676683	0.00189447951011	0.00491655801303	0.0111632095008	0.43743492275	0.543224982618
à	0.000435656558602	0.000357913268894	0.000770991310037	0.00189531553768	0.00702855860027	0.51179468425	0.477716880873
v	0.000210669819534	0.000207318706298	0.00107269369001	0.00266700247923	0.00382911533342	0.53297740475	0.459035826958
v	9.82256878447e-05	0.000125680078099	0.00117272444667	0.00286549785308	0.00284666817781	0.455733511583	0.537157708986
r	4.78067539482e-05	6.43963926997e-05	0.000485152862223	0.00122281335103	0.0037435395926	0.321089663861	0.673346636329
i	0.000237159014649	4.71296962332e-05	0.000254785997408	0.00176232522368	0.0155405821975	0.22735066462	0.754807378776
</S>	0.000433337927325	3.93795151166e-05	0.000223192718704	0.00268977171184	0.0260373675987	0.21360982231	0.756967139388
