 	da	da	un	famoso	poeta	</S>
p	0.16534297	0.16535836	0.165384805	0.172850155	0.16548603	0.165577675
u	0.145509586667	0.145677676667	0.146191678333	0.260941595	0.146091378667	0.155588065
s	0.109577358889	0.110333622222	0.112280096111	0.418550805	0.118571733222	0.130686411667
s	0.104107502963	0.105075594074	0.10798979537	0.380611015	0.166140112741	0.136076030556
è	0.119001260988	0.119481508025	0.121560685123	0.227275491667	0.194032720914	0.218648356852
n	0.116368240329	0.116843139342	0.119249800041	0.190599417222	0.208146650305	0.248792758951
a	0.0969500967763	0.0973260917807	0.101053030014	0.270647239074	0.197341100102	0.236682446317
f	0.0733983855921	0.0747817125936	0.0814898450047	0.406243366358	0.155665776701	0.208420938772
a	0.0501065161974	0.0525150921979	0.0628495336682	0.448945145453	0.133627373567	0.251956362924
m	0.0323477583991	0.0383179363993	0.0670660465561	0.384505888484	0.197609899189	0.280152480975
ò	0.0241134404664	0.0305397321331	0.0629219995187	0.333768146161	0.24077500973	0.307881690325
s	0.0173263341555	0.0239260440444	0.0426458138396	0.36972322872	0.175429173243	0.370949413442
o	0.0112649489852	0.0180966766815	0.0327826599465	0.307466872907	0.181779161081	0.448609681147
p	0.0108202579284	0.0158249102272	0.0361379653155	0.187016107636	0.237859707027	0.512341037049
o	0.00868752930947	0.0131565588424	0.0339809408385	0.115456768745	0.352055279009	0.476662905683
è	0.00310557945649	0.00484383341413	0.0133463610462	0.0435726667817	0.586909706336	0.348221841894
t	0.00131390168883	0.00268621133804	0.0103815163821	0.0307891399272	0.786789158779	0.168040083965
a	0.000644961101277	0.00211677101268	0.00905888662737	0.0241934460757	0.78789759626	0.176088391322
</S>	0.000378281583139	0.00167424910634	0.00582616356369	0.0137893121878	0.74859204813	0.229740005661
