 	non	mi	aspetti	non	vengo	</S>
m	0.15856123	0.15859372	0.1590351	0.16269736	0.18604608	0.175066505
ì	0.146610663333	0.14664448	0.147308736667	0.150860776667	0.175819283333	0.232756045
m	0.147068187778	0.147165086667	0.147571558889	0.148622538889	0.160019011111	0.249553595
e	0.154268649259	0.154474515556	0.154792426296	0.155414082963	0.16599742037	0.215052888333
m	0.119221943086	0.119594798519	0.120861688099	0.125048125988	0.181512463457	0.333760986111
ì	0.0760487876953	0.0764691595063	0.080610512033	0.0833181153293	0.167158534486	0.516394908704
n	0.0857443092318	0.0859999298354	0.0902983873443	0.0887884367764	0.136193234829	0.512975686235
i	0.0750959860773	0.0756472736118	0.0815843957814	0.0822278705921	0.25734321161	0.428101245412
e	0.0311540426924	0.0340290758706	0.0383577854605	0.0410320691974	0.409439127203	0.445987915137
n	0.0138458162975	0.0183994026235	0.0167217716868	0.0215256567325	0.377694955734	0.551812405046
è	0.00743745399917	0.0104078556745	0.0090526506956	0.0139551581108	0.255345171911	0.703801721682
r	0.00403060436639	0.0044263614915	0.00463614929853	0.00815940323693	0.274591120637	0.704156393894
k	0.00277395953546	0.0029286746305	0.00295703643284	0.00542659374564	0.497914356879	0.487999377965
o	0.00111782103182	0.00282429901017	0.00196207151095	0.00326592158188	0.711448852293	0.279380989322
m	0.00039602459644	0.00189217783939	0.00112900050698	0.00206058079396	0.832414317431	0.162107858441
e	0.000143937181313	0.00116097774913	0.00117409287233	0.00577385053132	0.87709330581	0.114653824814
</S>	8.90236456565e-05	0.00136534102457	0.00177673743616	0.0103767432657	0.872777152905	0.113615002407
