 	è	che	è	entrato	da	qui	</S>
è	0.142392135	0.142392785	0.14240151	0.142429725	0.144124545	0.14279816	0.14346111
n	0.142234711667	0.142235798333	0.142248103333	0.142285591667	0.144545915	0.142798856667	0.143651026667
a	0.140437490556	0.140441516111	0.140487751111	0.140623873889	0.149755871667	0.144641282222	0.143612258889
m	0.119733000185	0.119795893704	0.12053626837	0.122276811296	0.235500303889	0.136568930741	0.14558882963
b	0.106705408728	0.106786412901	0.107747534123	0.109997560432	0.253981297963	0.129241380247	0.18554041321
ì	0.118442168243	0.118472340967	0.118820991374	0.119955166811	0.173270509321	0.135465436749	0.21557337107
k	0.101756861748	0.101823656989	0.102303695125	0.103937141604	0.159355389774	0.146222338916	0.28460091369
e	0.0732024942493	0.0732858739963	0.0738769520417	0.0778833965347	0.136504604925	0.182939439639	0.382307237897
a	0.0452673121831	0.0453740777321	0.0462529846806	0.0509539194116	0.0799031156417	0.440689803213	0.291558809299
p	0.0162364332944	0.0164583464107	0.0183178160935	0.0246422647039	0.0503338375472	0.640518534404	0.2334928131
ò	0.00614776253413	0.0063383794669	0.0079574780245	0.0145664738013	0.0357730351824	0.712078928135	0.217137994367
t	0.00209214688204	0.00217247128563	0.00288503093483	0.0067888385671	0.0214290950608	0.841948459378	0.122683991456
t	0.000734509724347	0.000777005596877	0.00115832342028	0.0060149953557	0.17558801902	0.656496046459	0.159231097152
u	0.000257314005749	0.000274327133359	0.000426427549427	0.00715269788523	0.27930178634	0.48386640882	0.228721052384
</S>	0.000129878605824	0.000139063565779	0.000225731425713	0.00755758344261	0.22830743817	0.52670260441	0.236937731192
