 	non	so	cosa	stai	scrivendo	</S>
e	0.158890125	0.15941207	0.16014579	0.20184818	0.1597282	0.159975645
n	0.157777298333	0.15840079	0.159141766667	0.205012173333	0.158765183333	0.160902808333
e	0.148743909444	0.150992033333	0.150620635556	0.239506011111	0.151706877778	0.158430576111
t	0.121640753148	0.125244651111	0.127328207185	0.328178507037	0.128909592593	0.16869831537
s	0.111604442716	0.116492463704	0.118147147728	0.339024712346	0.120627594198	0.19410366179
è	0.0982044859053	0.107933306235	0.103361849243	0.291787757449	0.117267198066	0.281445440597
r	0.0922908286351	0.112842757078	0.0907505964143	0.217972912483	0.109359176022	0.376783760199
o	0.0855385542117	0.126894705693	0.0895973888048	0.202515120828	0.113629677007	0.381824586733
e	0.0487845527372	0.0905662795643	0.0672299649349	0.362712830276	0.0960114073357	0.334694982244
s	0.0293626682457	0.0512610341881	0.0467471303116	0.534553100092	0.0722080191119	0.265868027415
ù	0.0233632117486	0.0485373927294	0.0481024034372	0.488129443364	0.158889253037	0.232978245805
t	0.0298007889162	0.0552826079098	0.0512760701457	0.321539667788	0.209591954346	0.332508871935
i	0.0278554646387	0.0418745086366	0.0383538680486	0.189777439263	0.190836641449	0.511302057312
s	0.0155141895462	0.0318728342122	0.0253137623495	0.203036799754	0.177467640483	0.546794745771
t	0.0137632031821	0.0458062857374	0.0298291561165	0.220444326585	0.157365550161	0.532791455257
e	0.00816526510403	0.0375985906291	0.0253347185055	0.110794786528	0.256596813387	0.561509811752
g	0.00319516567801	0.0141783394264	0.0123097653018	0.0528096698427	0.443081471129	0.474425570584
r	0.00230537815934	0.0121709703088	0.0110860104339	0.0538737646142	0.434818750376	0.485745110195
à	0.00230911738645	0.0106445654363	0.010997661478	0.0558685662047	0.422953976792	0.497226113398
f	0.00148588128215	0.00426558026543	0.007715856626	0.0348918564016	0.652536642264	0.299104171133
i	0.000557383370717	0.00149594460514	0.003189440842	0.0283793211339	0.675681604088	0.290696260378
</S>	0.000349270870359	0.00079787939757	0.002144864171	0.036323167567	0.565706512044	0.394678250189
