 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.082543008	0.08254501	0.082542198	0.082543295	0.082546165	0.082549815	0.083235	0.08737432	0.083266767	0.08357206	0.08299883	0.08428355
M	0.078411058	0.07868551	0.078501708	0.078634343	0.0784150983333	0.0784231816667	0.0800477066667	0.0904410766667	0.0869569023333	0.107085261333	0.08185422	0.0825439733333
à	0.0734090126667	0.0737654866667	0.073536146	0.0737034103333	0.0735086427778	0.0735080838889	0.0816100988889	0.111449085556	0.0857477724444	0.111086917111	0.07943253	0.0892428444444
r	0.0748114495556	0.0749220555556	0.0748865466667	0.0749162747778	0.0751751459259	0.0749901096296	0.084459662963	0.116644728519	0.0839761474815	0.0898640743703	0.07906125	0.0962925714815
i	0.0789920251852	0.0790264685185	0.0790430702222	0.0790345632593	0.0793512703086	0.0791104662099	0.082748674321	0.0976235995063	0.0858351141605	0.0863827117901	0.0809296533333	0.0919223888272
k	0.0811890233951	0.0812110161728	0.0812287567407	0.0812192447531	0.0814693067695	0.0812367367366	0.0828812214403	0.0905864451688	0.0842721680535	0.08455983893	0.0821303811111	0.0880158499424
a	0.0811878527984	0.0812057820576	0.0812245789136	0.081214168251	0.0814529755898	0.0812155222455	0.0825376938134	0.0898037523896	0.0831986276845	0.0834034996433	0.0832585503704	0.0902969873141
j	0.0745117125995	0.0746248056859	0.0745834809712	0.0746240740837	0.0748416551966	0.0747046907485	0.0867640232711	0.114689562797	0.0816377208948	0.0838137352144	0.0813254001235	0.103879124438
u	0.0662253641998	0.066354541562	0.0662942783237	0.0663496096946	0.0666023327322	0.0666929169162	0.0952723350904	0.146158670932	0.0799285602983	0.0805697404048	0.0787586920412	0.120792968146
r	0.0666823363999	0.0667074485207	0.0668513807746	0.0667604215649	0.0681373319107	0.0671344506387	0.0937444803635	0.146706676977	0.0797716167661	0.0779352781349	0.0786041710137	0.120964432715
è	0.0695559004666	0.0695521661736	0.0699276649249	0.069682953855	0.0726103706369	0.0698475585462	0.0876768901212	0.139928528992	0.0791563875887	0.0776435673783	0.0774743620046	0.116943670905
i	0.0651401278222	0.0652842253912	0.0654988283083	0.065361191285	0.0678343715456	0.0654064155154	0.0851557047071	0.141963852997	0.0838315711962	0.0935997991261	0.0743950073349	0.126528913635
m	0.0647131652741	0.0651567431304	0.0650189144361	0.065125707095	0.0662048068485	0.0649078761718	0.0803107329024	0.123881564332	0.0912204203987	0.122608599709	0.0751114371116	0.115740027878
i	0.063785976758	0.0641367073768	0.0639668691454	0.0640878956983	0.0646330199495	0.0642424330573	0.0880415909675	0.122599381444	0.0923400367996	0.116003401903	0.0800234903705	0.116139185959
