 	non	deve	magniare	la	sera	</S>
e	0.14919499	0.149864735	0.18962171	0.195798185	0.159747825	0.15577255
n	0.148252273333	0.148955188333	0.190069396667	0.196039035	0.159115131667	0.157568966667
è	0.154665387778	0.155137622778	0.174741332222	0.173343941667	0.159287943889	0.182823765556
n	0.150906265926	0.153593200926	0.168536727407	0.164775977222	0.15611936463	0.206068465185
a	0.109245937309	0.114026539309	0.150031529136	0.128248870741	0.15032876821	0.348118341728
f	0.053693990103	0.0645014787697	0.200378836379	0.175192665247	0.14265910607	0.363573920576
à	0.0300754163677	0.0427384685899	0.199904773793	0.182278100749	0.114211717023	0.430791526859
i	0.0155275455359	0.02193980443	0.105264619598	0.102993082583	0.134224850674	0.620050108953
t	0.0066286142253	0.0147169373767	0.142120629866	0.123639394194	0.265078163558	0.447816282984
o	0.0033581052351	0.0112821337089	0.138078717322	0.101909481398	0.420662001186	0.324709554328
v	0.0011804697717	0.0060963378863	0.053006376474	0.0581146337993	0.443383213729	0.438218948109
r	0.000536068777233	0.00536642902877	0.0266086123913	0.0585643392664	0.349567064576	0.559357466036
à	0.000329979609078	0.00375594367626	0.0137549272304	0.0704718844221	0.374127334859	0.537559888679
i	0.000169416220926	0.00215648534742	0.0070059833668	0.0596133708074	0.55243992162	0.378614772893
</S>	8.6320142313e-05	0.00110042935671	0.0035942538184	0.0355450844037	0.66037922581	0.299294651447
