 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.11066638	0.1106666725	0.110667475	0.110669533	0.110811048	0.1109160425	0.1107399825	0.111533455	0.11332939
ù	0.110535663333	0.110535755833	0.110538668333	0.110550781	0.110750476	0.1107999625	0.110611666167	0.111410558333	0.114266473333
o	0.110538124444	0.110544018611	0.110559819444	0.110633998333	0.110725792	0.1108001225	0.111326834056	0.110979902778	0.113891387778
o	0.108444314815	0.108716821204	0.108563859815	0.108479270778	0.108681307333	0.110526720833	0.122461578019	0.110699530926	0.113426579259
f	0.106573584938	0.107006077068	0.106787569938	0.106485461593	0.106884425778	0.110392758944	0.13309246934	0.110671375309	0.112106269753
r	0.108065171646	0.108286399023	0.108217301979	0.108012146531	0.108313939926	0.110661499981	0.125772403113	0.110934328436	0.111736816584
a	0.108340887215	0.108414629674	0.108399570993	0.108432022177	0.108534237975	0.109296076327	0.114426074371	0.109857651145	0.124298878861
b	0.106474392405	0.106533003225	0.106588510331	0.106613139392	0.106970235992	0.108358808109	0.11736183479	0.110122850382	0.130977241287
b	0.100740047468	0.100793851075	0.10086884511	0.100792499797	0.110538861997	0.104055140703	0.113392336597	0.105681856794	0.163136545429
i	0.0990203738227	0.0990380636917	0.0991016917033	0.0992483032657	0.112309583999	0.101575550234	0.104084870532	0.101892548931	0.183728988476
k	0.102942802608	0.102965231231	0.103036330568	0.103249186089	0.108945351333	0.104633846745	0.108012402177	0.105571324977	0.160643506159
è	0.102563310869	0.10258961041	0.102636586856	0.102766803696	0.107410717111	0.103964933915	0.107253022726	0.105116553659	0.165698445386
s	0.0841763669563	0.0841934741367	0.084219537952	0.084340552232	0.0936788457037	0.123512202972	0.0903449155753	0.14179934122	0.213734738462
s	0.0813439989854	0.0813563473789	0.0813673316507	0.081421641744	0.0904617619012	0.133147744324	0.0878874198584	0.157441530407	0.205572186154
a	0.0920039379951	0.091998777793	0.0922199972169	0.0933054205813	0.0999410989671	0.110827671441	0.0950613999528	0.118437978136	0.206203678718
