 	si	è	rotta	la	coppa	</S>
e	0.162113645	0.162305595	0.16393488	0.17590093	0.17060739	0.16513759
g	0.158511865	0.158825215	0.161410066667	0.18052866	0.174251796667	0.1664724
l	0.153541828333	0.154082945	0.158416575556	0.190730826667	0.179587645556	0.163640156667
à	0.152922082778	0.153478888333	0.158007451852	0.191704485556	0.179942118519	0.163944958889
s	0.114977539259	0.120740358778	0.161688580617	0.211688008519	0.205012929506	0.185892602963
t	0.0932723514197	0.100772398926	0.157309660206	0.239159096173	0.207240976502	0.202245537654
i	0.0900336361399	0.0913689349753	0.122694453402	0.216903792058	0.170844958834	0.308154235885
e	0.04523305287	0.0445096641384	0.0644404718007	0.146182187353	0.394260452945	0.305374178628
c	0.0156012984133	0.0156671665928	0.0259082032669	0.123477125784	0.603126827648	0.216219382876
ò	0.00557294039443	0.00583372062093	0.012231909489	0.117239393595	0.670557852549	0.188564160959
p	0.00190004367914	0.00198883554198	0.004870639163	0.072011306865	0.75709865085	0.162130476986
p	0.00064136532438	0.000682500005793	0.00250842125433	0.0813552662883	0.67589540695	0.238917018995
a	0.000218322405127	0.000237328326064	0.00254149588478	0.110101918763	0.53023142565	0.356669526332
</S>	0.000113873387563	0.000129886879032	0.00301689324239	0.117906544382	0.460103612825	0.418729223166
