 	non	mi	aspetti	che	non	vengo	</S>
m	0.12311783	0.12313354	0.12475552	0.245230535	0.125389335	0.1303669525	0.128006305
ì	0.118901093333	0.11891806	0.120632213333	0.251795205	0.121317601667	0.1277934525	0.140642381667
m	0.130280957778	0.130321036667	0.130957241111	0.185688035	0.131252467222	0.1352963075	0.156203997222
e	0.132747012593	0.132817375556	0.13323665037	0.179921131667	0.133480425741	0.136834195833	0.150963232407
m	0.114698900864	0.114800258519	0.116116810123	0.231087733889	0.11749686658	0.131586245278	0.174213154136
ì	0.0919742169547	0.092091286173	0.093566160041	0.215993551296	0.0955402801933	0.129605638426	0.281228814712
n	0.100332138985	0.100409818724	0.101007080014	0.156870063765	0.102051276731	0.133016066142	0.306313528237
e	0.097249473995	0.0974561482413	0.101821933338	0.202464281255	0.104285692244	0.144741645381	0.251980826079
k	0.0641581713317	0.0651423167471	0.070073422446	0.190612399085	0.074538048748	0.129911045127	0.405564602026
a	0.0372591821106	0.0393677045824	0.0401874863153	0.103004726695	0.0457303432493	0.177562868376	0.556887684009
e	0.0165244382702	0.0198282768608	0.0184852173051	0.066757440565	0.0275025554164	0.337643862792	0.513258228003
n	0.00728906025673	0.0103283834203	0.0083679389017	0.0466153501883	0.0176966204721	0.329520077597	0.580182606001
è	0.00396919282891	0.00541906100677	0.0057612477339	0.0293854267294	0.011650039724	0.206958579199	0.736856458667
r	0.00227135631964	0.00265851663559	0.0043806866113	0.0184612709098	0.00895121747467	0.221983999733	0.741292952889
k	0.00173303638655	0.0020736854452	0.00300305297043	0.0145248695033	0.00711993235822	0.392290663244	0.57925476763
u	0.00088416446485	0.0015661785484	0.00154904025681	0.00671485126777	0.00493187185274	0.610664094415	0.373689822543
m	0.00030246015705	0.000731988040133	0.00061523090827	0.00247851009259	0.00289353153758	0.745189238138	0.247789077514
e	0.000102444149683	0.000369216817378	0.00039989899209	0.00100576284753	0.00928966656586	0.805463866046	0.183369155838
</S>	5.29951516915e-05	0.000364870928689	0.000484456096045	0.000670752493765	0.0167272497829	0.820391333023	0.161308327919
