 	non	sono	ancora	vestita	</S>
e	0.18408033	0.18511184	0.256633715	0.1857918	0.188382335
n	0.17877686	0.17983994	0.277574371667	0.180558606667	0.183250271667
ì	0.1715855	0.172025126667	0.301943963889	0.172661865556	0.181783553889
m	0.16755949	0.169031978889	0.29150157463	0.170987088519	0.20091988463
e	0.148997646667	0.151081466296	0.34087193821	0.165574796173	0.19347417821
a	0.0897044385557	0.0939726700987	0.518895699403	0.120656030391	0.176771169403
n	0.0487081735186	0.0563248446996	0.617171219801	0.075598930797	0.202196833134
k	0.0608489888395	0.0670566582332	0.5937415066	0.077969710599	0.200383164378
ò	0.0563644826132	0.0653585214111	0.395354697533	0.1077267182	0.375195631459
r	0.0295960415377	0.042307008137	0.176782919178	0.109456172733	0.64185786382
a	0.0172029446792	0.0257194190457	0.082282153826	0.216716297578	0.658079174607
e	0.0059720607754	0.0097909256019	0.0292259351087	0.500037899193	0.454973171536
n	0.00211658826413	0.00441089472063	0.0146877841029	0.486062386398	0.492722337179
d	0.000927910888043	0.00371280550688	0.014536786701	0.234378230466	0.74644427906
i	0.000424783581014	0.00282846433563	0.0102759447337	0.318762925155	0.66770789302
m	0.000149288482671	0.00170668421188	0.00389994695123	0.560518741718	0.433725317673
è	0.00013412572489	0.00191785707063	0.00170586162374	0.704659180573	0.291582945891
n	0.00013434498563	0.00224052752354	0.00154607520791	0.599334860191	0.39674416863
i	8.03278058767e-05	0.00222774194118	0.0021211042693	0.46782128673	0.527749509543
</S>	8.33925779383e-05	0.00220773597059	0.00239231258465	0.502116093365	0.493200434771
