 	che	vende	buon	pane	</S>
k	0.19875347	0.201975255	0.198908495	0.199291585	0.20107119
a	0.183568413333	0.205870191667	0.196383748333	0.185287798333	0.228889836667
i	0.144114864444	0.305167797222	0.180839069444	0.142047824111	0.227830452222
p	0.125362714815	0.404263089074	0.161584449815	0.11995011937	0.188839674074
u	0.116512068272	0.423645639691	0.148492523272	0.111696063123	0.199653731358
l	0.0981289860907	0.445994646564	0.146516511091	0.0982291577077	0.211130690453
ì	0.0852760820302	0.364104315521	0.12406303703	0.100920062569	0.325636500151
t	0.0710537706767	0.33368301184	0.08257213901	0.103765140856	0.408925956717
s	0.0559606502256	0.284502870613	0.0587889403367	0.176742460285	0.424005128906
o	0.0326929217419	0.147333313538	0.0443311334456	0.227915133428	0.547727542969
m	0.0133835214473	0.097435017846	0.0344590571485	0.340472877809	0.514249547656
ì	0.00518325262577	0.0668672336153	0.0493316923828	0.381234302603	0.497383529219
k	0.00271647271859	0.0603548988718	0.0590776041276	0.426628257534	0.451222766406
a	0.0016760018262	0.0526262849573	0.218064558043	0.493307665845	0.234325485469
l	0.0008960707954	0.0423249346524	0.271664506014	0.420917361948	0.264197115156
ò	0.000607945713133	0.0554748892175	0.181005538671	0.463176360649	0.299735245052
</S>	0.000358558778566	0.0661602646088	0.206108444336	0.508086680324	0.219286032526
