 	sta	seduta	nel	giardino	</S>
s	0.19990325	0.199862145	0.199984245	0.199938875	0.200311525
t	0.200003273333	0.199860401667	0.199984021667	0.199954515	0.200197778333
è	0.201325254444	0.198854740556	0.199754220556	0.199329895	0.200735859444
i	0.206005038148	0.187152553519	0.195472800185	0.191433375	0.219936216481
k	0.200777182716	0.17597835784	0.189311723395	0.184616175	0.249316545494
a	0.162065424239	0.15177513128	0.167244987798	0.170992168333	0.347922268498
s	0.12729295808	0.117679022427	0.160321449266	0.195025226111	0.399681309499
i	0.110964282693	0.0923100331423	0.169912906422	0.196321848704	0.430490903166
m	0.082398164231	0.0728022267141	0.188932748807	0.261138362901	0.394728514389
m	0.0508627617437	0.055881778238	0.181278890936	0.404999360967	0.30697722813
è	0.0321871725812	0.0364360300793	0.124544356979	0.424662673656	0.382169786043
n	0.0444510725271	0.0381254230264	0.145946154326	0.353116461219	0.418360918681
i	0.0429260093757	0.0406605680088	0.175353108109	0.321628537073	0.41943182956
s	0.0199945639919	0.0270256536696	0.124520231703	0.328865855691	0.49959375652
t	0.0119511288973	0.0147694710899	0.0672585772343	0.346710028564	0.559310832173
o	0.0059978135291	0.00706993202997	0.0363052440781	0.401179142855	0.549447897391
n	0.00232619189637	0.00349615514332	0.023250195526	0.464562670952	0.50636481913
g	0.00174338342212	0.00283417968111	0.015525592342	0.607261363651	0.372635523043
h	0.00247082747404	0.0025704482937	0.026542241114	0.59351409455	0.374902424348
i	0.00205873654968	0.00244588516457	0.0357082853713	0.592611621517	0.367175474783
a	0.00071193833556	0.00187983778486	0.0240033825571	0.688117040506	0.285287778261
r	0.000516733605853	0.00119682105829	0.025007406619	0.548750446835	0.42452857942
d	0.000478267201951	0.00260510805276	0.0960893322063	0.454191272278	0.446636026473
ì	0.000258213373984	0.00488363825092	0.128608154069	0.453356564093	0.412893442158
n	0.000150570596328	0.00396056189031	0.0699314086897	0.547374538031	0.378582927386
o	6.3421204776e-05	0.0018356806701	0.0363202328966	0.729515959344	0.232264712462
</S>	4.6180063888e-05	0.00154834953505	0.0330890954483	0.795010799672	0.170305591231
